architecture,fold,regime,endpoint,unit,systems,ema_estimate,ordinary_estimate,ordinary_minus_ema,difference_ci_low,difference_ci_high,relative_difference_percent,bootstrap_resamples
DPA4,fcc_to_bcc,pure,force_component_rmse_ev_a,eV/angstrom,42,1.3442599673586575,1.3439873477881643,-0.0002726195704931,-0.001050185534128,0.0003976269953295,-0.0202802714588647,10000
DPA4,fcc_to_bcc,pure_pocc_seed,force_component_rmse_ev_a,eV/angstrom,42,0.5156904437657345,0.5158070125520212,0.0001165687862867,6.978905689478677e-05,0.0001660835419582,0.0226044107847955,10000
DPA4,fcc_to_bcc,pure_pocc_aimd,force_component_rmse_ev_a,eV/angstrom,42,0.5709537108963973,0.5710932350312188,0.0001395241348214,-0.0002235642352724,0.0006739400108554,0.0244370309113817,10000
DPA4,bcc_to_fcc,pure,force_component_rmse_ev_a,eV/angstrom,41,0.5791902215082219,0.5790154100558128,-0.000174811452409,-0.0001918796414986,-0.0001573651395925,-0.0301820448476908,10000
DPA4,bcc_to_fcc,pure_pocc_seed,force_component_rmse_ev_a,eV/angstrom,41,1.0054332049979806,1.0058328871601545,0.0003996821621738,-0.0001427855695124,0.0009779369973165,0.0397522341799623,10000
DPA4,bcc_to_fcc,pure_pocc_aimd,force_component_rmse_ev_a,eV/angstrom,41,0.2105796175532092,0.2105740146470089,-5.602906200358193e-06,-1.8056483185527326e-05,5.659033886801912e-06,-0.0026607067984357,10000
