architecture,fold,comparison,baseline_regime,treatment_regime,evaluation_variant,endpoint,unit,systems,baseline_equal_system_estimate,treatment_equal_system_estimate,absolute_reduction,reduction_ci_low,reduction_ci_high,relative_reduction_percent,relative_reduction_ci_low,relative_reduction_ci_high,direction,bootstrap_resamples
DPA3,equal_fold_mean,pure_pocc_aimd_vs_pure,pure,pure_pocc_aimd,primary,energy_rmse_mev_atom,meV/atom,83,235.77506263495928,151.05755516927536,84.71750746568392,71.52885708748938,97.3875959854831,35.931496112821954,26.50617659976066,49.71564987381164,improvement,10000
DPA3,equal_fold_mean,pure_pocc_seed_vs_pure,pure,pure_pocc_seed,primary,energy_mae_mev_atom,meV/atom,83,231.4301971953676,167.82265558171324,63.60754161365438,42.40289253030013,85.37744760460251,27.48454712673406,22.519677626934627,31.35367683281814,improvement,10000
DPA3,equal_fold_mean,pure_pocc_aimd_vs_pure,pure,pure_pocc_aimd,primary,energy_mae_mev_atom,meV/atom,83,231.4301971953676,139.80855282673653,91.62164436863108,79.72867423839033,103.08459164348396,39.58932130679834,30.079108091685704,53.59220796478716,improvement,10000
DPA3,equal_fold_mean,pure_pocc_seed_vs_pure,pure,pure_pocc_seed,primary,virial_component_rmse_mev_atom,meV/atom,83,446.1815087073927,396.31718444689056,49.86432426050209,1.8630433051203583,110.45822658704589,11.175793547554496,0.6064718027769448,19.010003476933694,improvement,10000
DPA3,equal_fold_mean,pure_pocc_aimd_vs_pure,pure,pure_pocc_aimd,primary,virial_component_rmse_mev_atom,meV/atom,83,446.1815087073927,613.5982144503377,-167.416705742945,-395.9513309088798,18.518550800363773,-37.52210758979199,-74.63811889696002,5.116974294302803,unresolved,10000
DPA3,equal_fold_mean,pure_pocc_seed_vs_pure,pure,pure_pocc_seed,primary,stress_component_rmse_gpa,GPa,83,4.052398489328748,3.5235129483164065,0.528885541012341,0.0340870938810566,1.1550914083040609,13.051173086878416,1.2780360362228675,21.292347454172308,improvement,10000
DPA3,equal_fold_mean,pure_pocc_aimd_vs_pure,pure,pure_pocc_aimd,primary,stress_component_rmse_gpa,GPa,83,4.052398489328748,5.947257659422687,-1.8948591700939392,-4.387036879359119,0.1139654598851615,-46.75895460635733,-88.91774772317153,3.569202881324072,unresolved,10000
DPA4,equal_fold_mean,pure_pocc_seed_vs_pure,pure,pure_pocc_seed,primary,force_component_rmse_ev_a,eV/angstrom,83,0.9617250944334398,0.7605618243818575,0.2011632700515823,-0.0528807454863574,0.5053053808548463,20.916920148588744,-7.234670598029512,40.57582563114044,unresolved,10000
DPA4,equal_fold_mean,pure_pocc_aimd_vs_pure,pure,pure_pocc_aimd,primary,force_component_rmse_ev_a,eV/angstrom,83,0.9617250944334398,0.3907666642248033,0.5709584302086365,0.3997040227516759,0.7815206348707521,59.36815348932876,51.12722819079119,66.43038630032994,improvement,10000
DPA4,equal_fold_mean,pure_pocc_seed_vs_pure,pure,pure_pocc_seed,primary,force_component_mae_ev_a,eV/angstrom,83,0.518010279264432,0.450881368518482,0.0671289107459499,0.011422111430056,0.1289187110776158,12.958992018705144,2.3980665621285904,22.615747616841343,improvement,10000
DPA4,equal_fold_mean,pure_pocc_aimd_vs_pure,pure,pure_pocc_aimd,primary,force_component_mae_ev_a,eV/angstrom,83,0.518010279264432,0.2106320170686224,0.3073782621958096,0.2688833821479534,0.3516413971231645,59.33825533969766,54.42021609634225,64.06196830473785,improvement,10000
DPA4,equal_fold_mean,pure_pocc_seed_vs_pure,pure,pure_pocc_seed,primary,force_vector_rmse_ev_a,eV/angstrom,83,1.665756726472694,1.3173317221266552,0.3484250043460388,-0.0915921379244897,0.8752145929785359,20.916920148588723,-7.234670598029509,40.57582563114042,unresolved,10000
DPA4,equal_fold_mean,pure_pocc_aimd_vs_pure,pure,pure_pocc_aimd,primary,force_vector_rmse_ev_a,eV/angstrom,83,1.665756726472694,0.6768277163415668,0.9889290101311272,0.692307675395569,1.3536334467596276,59.36815348932876,51.12722819079119,66.43038630032996,improvement,10000
DPA4,equal_fold_mean,pure_pocc_seed_vs_pure,pure,pure_pocc_seed,primary,energy_rmse_mev_atom,meV/atom,83,239.99953612409232,195.3073548216005,44.69218130249181,33.85433870268401,55.60724197037566,18.621778201847697,13.488086850612095,25.7214352192086,improvement,10000
DPA4,equal_fold_mean,pure_pocc_aimd_vs_pure,pure,pure_pocc_aimd,primary,energy_rmse_mev_atom,meV/atom,83,239.99953612409232,135.9786002976653,104.020935826427,92.73719845276898,115.18403102164784,43.34214036673919,35.35203337799345,55.9961410156772,improvement,10000
DPA4,equal_fold_mean,pure_pocc_seed_vs_pure,pure,pure_pocc_seed,primary,energy_mae_mev_atom,meV/atom,83,234.4597750499129,188.0820646864598,46.377710363453104,35.58904924989029,57.14091264339158,19.78066828460447,14.49107879100275,27.245643803364047,improvement,10000
DPA4,equal_fold_mean,pure_pocc_aimd_vs_pure,pure,pure_pocc_aimd,primary,energy_mae_mev_atom,meV/atom,83,234.4597750499129,128.79795539878836,105.66181965112456,94.75999333553958,116.40689955392484,45.06607567487036,36.87340760938828,57.99790800358223,improvement,10000
DPA4,equal_fold_mean,pure_pocc_seed_vs_pure,pure,pure_pocc_seed,primary,virial_component_rmse_mev_atom,meV/atom,83,399.5984230901645,421.66121319576456,-22.062790105600016,-61.90823386677929,35.82207456126746,-5.521240533179435,-19.63575524512434,7.515238508664313,unresolved,10000
DPA4,equal_fold_mean,pure_pocc_aimd_vs_pure,pure,pure_pocc_aimd,primary,virial_component_rmse_mev_atom,meV/atom,83,399.5984230901645,337.69177446463226,61.90664862553229,21.95008414233576,113.99625328964088,15.492215446396743,5.605316019830419,26.334245965996136,improvement,10000
DPA4,equal_fold_mean,pure_pocc_seed_vs_pure,pure,pure_pocc_seed,primary,stress_component_rmse_gpa,GPa,83,3.5717046613675403,3.590078134566141,-0.0183734731986011,-0.4740517049058208,0.6778787641091831,-0.5144174824232611,-17.653876320535918,15.22228325009061,unresolved,10000
DPA4,equal_fold_mean,pure_pocc_aimd_vs_pure,pure,pure_pocc_aimd,primary,stress_component_rmse_gpa,GPa,83,3.5717046613675403,2.937469154325855,0.6342355070416854,0.197049632424531,1.269771507460666,17.757221471913308,6.0216857979470895,30.38093087383487,improvement,10000
