architecture,fold,system_id,parent_family,structure,hnf_group,comparison,pure_coverage_distance_median,treatment_coverage_distance_median,coverage_distance_reduction,pure_force_component_rmse_ev_a,treatment_force_component_rmse_ev_a,force_component_rmse_reduction_ev_a
DPA2,fcc_to_bcc,POCC__bcc__POCC_47_H4C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_47_H4C10,4.0,pure_pocc_seed_vs_pure,5.491801119518442,1.6568688706154575,3.8349322489029847,0.6093329647457945,0.6997944603962909,-0.09046149565049644
DPA2,fcc_to_bcc,POCC__bcc__POCC_48_H4C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_48_H4C12,4.0,pure_pocc_seed_vs_pure,5.491008477984291,2.4673897860529603,3.023618691931331,0.7135191108339349,0.7455342951415801,-0.03201518430764516
DPA2,fcc_to_bcc,POCC__bcc__POCC_49_H4C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_49_H4C14,4.0,pure_pocc_seed_vs_pure,5.462055158842634,2.603772302566368,2.8582828562762654,0.7528244981261027,0.7506115686553828,0.0022129294707199376
DPA3,bcc_to_fcc,POCC__fcc__POCC_01_H0C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_01_H0C0,0.0,pure_pocc_seed_vs_pure,3.797831784744021,2.9547787848723623,0.8430529998716585,0.4467478441863267,0.7505225251202252,-0.30377468093389853
DPA3,bcc_to_fcc,POCC__fcc__POCC_02_H0C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_02_H0C1,0.0,pure_pocc_seed_vs_pure,3.613411109470228,3.00956030890246,0.6038508005677681,0.433064049923954,0.734044050724608,-0.300980000800654
DPA3,bcc_to_fcc,POCC__fcc__POCC_03_H0C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_03_H0C2,0.0,pure_pocc_seed_vs_pure,3.68521101986824,2.894957529469599,0.7902534903986411,0.5344315241425251,0.6262006375448868,-0.0917691134023616
DPA3,bcc_to_fcc,POCC__fcc__POCC_04_H0C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_04_H0C3,0.0,pure_pocc_seed_vs_pure,3.656619899373652,2.8890393730533,0.7675805263203519,0.4413853441232914,0.6029780406068864,-0.16159269648359503
DPA3,bcc_to_fcc,POCC__fcc__POCC_05_H0C4__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_05_H0C4,0.0,pure_pocc_seed_vs_pure,3.750967687948602,2.966243481945296,0.7847242060033057,0.466811541608059,0.6821917811352983,-0.21538023952723934
DPA3,bcc_to_fcc,POCC__fcc__POCC_06_H0C5__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_06_H0C5,0.0,pure_pocc_seed_vs_pure,3.753433696195695,2.867969675769885,0.8854640204258102,0.4370608395285671,0.675531054348417,-0.23847021481984987
DPA3,bcc_to_fcc,POCC__fcc__POCC_07_H0C6__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_07_H0C6,0.0,pure_pocc_seed_vs_pure,3.686280272313149,3.02028062478212,0.665999647531029,0.5979126199412363,0.6845664804964479,-0.08665386055521151
DPA3,bcc_to_fcc,POCC__fcc__POCC_08_H0C7__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_08_H0C7,0.0,pure_pocc_seed_vs_pure,4.460461985632337,3.427094457151293,1.033367528481044,0.4768251326388017,0.680559141627635,-0.20373400898883326
DPA3,bcc_to_fcc,POCC__fcc__POCC_09_H0C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_09_H0C8,0.0,pure_pocc_seed_vs_pure,3.9364383302166073,3.169478698464788,0.7669596317518192,0.4402331469938825,0.6379329887549526,-0.19769984176107014
DPA3,bcc_to_fcc,POCC__fcc__POCC_10_H0C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_10_H0C10,0.0,pure_pocc_seed_vs_pure,3.861582018914048,3.2401455248476894,0.6214364940663586,0.4880966551357881,0.6463645872735458,-0.15826793213775775
DPA3,bcc_to_fcc,POCC__fcc__POCC_11_H0C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_11_H0C12,0.0,pure_pocc_seed_vs_pure,3.9207517692476896,2.9301676436795057,0.990584125568184,0.5677785707482705,0.6564958989078058,-0.08871732815953526
DPA3,bcc_to_fcc,POCC__fcc__POCC_12_H0C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_12_H0C14,0.0,pure_pocc_seed_vs_pure,3.902761963012279,2.987790529007293,0.9149714340049862,0.4796992938091132,0.6907394782213699,-0.21104018441225675
DPA3,bcc_to_fcc,POCC__fcc__POCC_13_H1C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_13_H1C0,1.0,pure_pocc_seed_vs_pure,4.591236371043089,2.1522532827227314,2.4389830883203576,0.3814595813127927,0.7027373814878163,-0.3212778001750236
DPA3,bcc_to_fcc,POCC__fcc__POCC_14_H1C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_14_H1C1,1.0,pure_pocc_seed_vs_pure,4.637904564793718,1.9211785924776992,2.716725972316019,0.3427844060088587,0.6841910096933421,-0.34140660368448345
DPA3,bcc_to_fcc,POCC__fcc__POCC_15_H1C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_15_H1C2,1.0,pure_pocc_seed_vs_pure,4.590176213213372,1.973448117723984,2.616728095489388,0.3517462578453998,0.6988191626163833,-0.3470729047709835
DPA3,bcc_to_fcc,POCC__fcc__POCC_16_H1C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_16_H1C3,1.0,pure_pocc_seed_vs_pure,4.635574208776912,1.86194780225166,2.7736264065252523,0.3485212944162904,0.6715790424548523,-0.32305774803856196
DPA3,bcc_to_fcc,POCC__fcc__POCC_17_H1C4__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_17_H1C4,1.0,pure_pocc_seed_vs_pure,4.888774620120708,2.800884087183276,2.087890532937432,0.4242195697618075,0.5751237994894447,-0.15090422972763717
DPA3,bcc_to_fcc,POCC__fcc__POCC_18_H1C5__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_18_H1C5,1.0,pure_pocc_seed_vs_pure,4.898780688729807,2.909361356700729,1.9894193320290778,0.4574350415376579,0.5695175150121422,-0.1120824734744843
DPA3,bcc_to_fcc,POCC__fcc__POCC_19_H1C6__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_19_H1C6,1.0,pure_pocc_seed_vs_pure,4.644509765763365,1.7311362200854732,2.9133735456778918,0.3322759305532948,0.6862661567703803,-0.3539902262170855
DPA3,bcc_to_fcc,POCC__fcc__POCC_20_H1C7__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_20_H1C7,1.0,pure_pocc_seed_vs_pure,4.696960908069379,2.1062420236920216,2.590718884377357,0.3355871840258967,0.6743143632837261,-0.33872717925782936
DPA3,bcc_to_fcc,POCC__fcc__POCC_21_H1C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_21_H1C8,1.0,pure_pocc_seed_vs_pure,4.632958616969924,2.096775682971808,2.5361829339981163,0.3204128935083825,0.6492435856500242,-0.3288306921416417
DPA3,bcc_to_fcc,POCC__fcc__POCC_22_H1C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_22_H1C10,1.0,pure_pocc_seed_vs_pure,4.672065832014681,2.083182234946628,2.5888835970680533,0.3159892989153032,0.6659513260468235,-0.3499620271315203
DPA3,bcc_to_fcc,POCC__fcc__POCC_23_H1C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_23_H1C12,1.0,pure_pocc_seed_vs_pure,4.63962121576174,1.853843249890791,2.785777965870949,0.3165574022733595,0.6927598881127045,-0.376202485839345
DPA3,bcc_to_fcc,POCC__fcc__POCC_24_H1C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_24_H1C14,1.0,pure_pocc_seed_vs_pure,4.7379404198303225,2.34307922577554,2.3948611940547826,0.3373067556300658,0.6657471593746584,-0.32844040374459266
DPA3,bcc_to_fcc,POCC__fcc__POCC_25_H2C0__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_25_H2C0,2.0,pure_pocc_seed_vs_pure,4.925002121311918,1.581541363287856,3.3434607580240616,0.4810755274287187,0.7068270647723468,-0.22575153734362813
DPA3,bcc_to_fcc,POCC__fcc__POCC_26_H2C1__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_26_H2C1,2.0,pure_pocc_seed_vs_pure,4.913785815971577,1.691849010222391,3.221936805749186,0.4808355573327811,0.719122409654946,-0.2382868523221649
DPA3,bcc_to_fcc,POCC__fcc__POCC_27_H2C2__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_27_H2C2,2.0,pure_pocc_seed_vs_pure,4.957881753754508,1.808580901416576,3.149300852337932,0.4643529167964662,0.7034553081702546,-0.23910239137378841
DPA3,bcc_to_fcc,POCC__fcc__POCC_28_H2C3__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_28_H2C3,2.0,pure_pocc_seed_vs_pure,4.941155028037018,1.701716863808337,3.239438164228681,0.474505904488925,0.704518707900353,-0.230012803411428
DPA3,bcc_to_fcc,POCC__fcc__POCC_29_H2C4__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_29_H2C4,2.0,pure_pocc_seed_vs_pure,4.910908685293982,1.8493996274191955,3.061509057874786,0.4482082284788346,0.7014624313602386,-0.25325420288140393
DPA3,bcc_to_fcc,POCC__fcc__POCC_30_H2C5__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_30_H2C5,2.0,pure_pocc_seed_vs_pure,4.9343153342501775,1.8316162615947065,3.1026990726554713,0.4487616079915207,0.7102240119581874,-0.2614624039666667
DPA3,bcc_to_fcc,POCC__fcc__POCC_31_H2C6__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_31_H2C6,2.0,pure_pocc_seed_vs_pure,4.535763386264398,1.9141184106174367,2.621644975646961,0.3802628532224432,0.7254456979166977,-0.3451828446942545
DPA3,bcc_to_fcc,POCC__fcc__POCC_32_H2C7__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_32_H2C7,2.0,pure_pocc_seed_vs_pure,4.942876887820386,1.7892552736416285,3.153621614178758,0.4641385636818961,0.7151074344959187,-0.25096887081402264
DPA3,bcc_to_fcc,POCC__fcc__POCC_33_H2C8__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_33_H2C8,2.0,pure_pocc_seed_vs_pure,4.91547251399432,1.6865543180308464,3.228918195963474,0.4723806800864344,0.6888523199986406,-0.2164716399122062
DPA3,bcc_to_fcc,POCC__fcc__POCC_34_H2C10__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_34_H2C10,2.0,pure_pocc_seed_vs_pure,4.919434703101,1.5364573226239902,3.3829773804770102,0.4704810924848794,0.7029013952679805,-0.23242030278310105
DPA3,bcc_to_fcc,POCC__fcc__POCC_35_H2C12__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_35_H2C12,2.0,pure_pocc_seed_vs_pure,4.535583016280416,1.860904855360909,2.674678160919507,0.389413214360484,0.718264036367044,-0.32885082200655996
DPA3,bcc_to_fcc,POCC__fcc__POCC_36_H2C14__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_36_H2C14,2.0,pure_pocc_seed_vs_pure,4.934715325023624,1.7944086533840051,3.1403066716396184,0.4878297635991807,0.7153667228203667,-0.22753695922118605
DPA3,bcc_to_fcc,POCC__fcc__POCC_37_H3C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_37_H3C0,3.0,pure_pocc_seed_vs_pure,4.838954164451376,1.5615438148586884,3.277410349592688,0.366214332325925,0.644448645828777,-0.27823431350285205
DPA3,bcc_to_fcc,POCC__fcc__POCC_38_H3C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_38_H3C1,3.0,pure_pocc_seed_vs_pure,4.744000386652012,2.537710235392911,2.2062901512591013,0.3972939572038702,0.6327299165276683,-0.23543595932379813
DPA3,bcc_to_fcc,POCC__fcc__POCC_39_H3C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_39_H3C2,3.0,pure_pocc_seed_vs_pure,4.751826777137643,2.3866388473266804,2.365187929810962,0.4095296579872648,0.5295678596690414,-0.12003820168177659
DPA3,bcc_to_fcc,POCC__fcc__POCC_40_H3C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_40_H3C3,3.0,pure_pocc_seed_vs_pure,4.792222834513693,2.9145381323519723,1.8776847021617202,0.3776640566904441,0.5878157245753588,-0.21015166788491468
DPA3,bcc_to_fcc,POCC__fcc__POCC_49_H4C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_49_H4C0,4.0,pure_pocc_seed_vs_pure,5.491299392047603,1.5875789097831183,3.9037204822644846,0.3594306993395714,0.6371530674086341,-0.2777223680690627
DPA3,fcc_to_bcc,POCC__bcc__POCC_01_H0C0__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_01_H0C0,0.0,pure_pocc_seed_vs_pure,3.768064438661612,3.605939703571188,0.16212473509042358,1.150505772108357,1.648178776425806,-0.4976730043174491
DPA3,fcc_to_bcc,POCC__bcc__POCC_02_H0C1__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_02_H0C1,0.0,pure_pocc_seed_vs_pure,3.702076723697792,3.6257679571370938,0.07630876656069807,2.126923730805641,1.2452838979944445,0.8816398328111965
DPA3,fcc_to_bcc,POCC__bcc__POCC_03_H0C2__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_03_H0C2,0.0,pure_pocc_seed_vs_pure,3.694110039599657,3.4414203766028204,0.2526896629968367,2.605683472737025,1.2458346540877263,1.3598488186492987
DPA3,fcc_to_bcc,POCC__bcc__POCC_04_H0C3__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_04_H0C3,0.0,pure_pocc_seed_vs_pure,3.560535818176704,3.560535818176704,0.0,0.9488458539001712,1.2889963886589628,-0.34015053475879165
DPA3,fcc_to_bcc,POCC__bcc__POCC_05_H0C4__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_05_H0C4,0.0,pure_pocc_seed_vs_pure,3.706039443735964,3.224428818414382,0.48161062532158194,0.2169862160801879,0.1521346278594598,0.06485158822072809
DPA3,fcc_to_bcc,POCC__bcc__POCC_06_H0C5__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_06_H0C5,0.0,pure_pocc_seed_vs_pure,3.722535757599767,3.258020384130901,0.46451537346886607,0.9942401096123358,1.1038114605608078,-0.10957135094847203
DPA3,fcc_to_bcc,POCC__bcc__POCC_07_H0C6__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_07_H0C6,0.0,pure_pocc_seed_vs_pure,3.651528507323513,3.651528507323513,0.0,7.122487755072547,2.831708808172981,4.290778946899566
DPA3,fcc_to_bcc,POCC__bcc__POCC_08_H0C7__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_08_H0C7,0.0,pure_pocc_seed_vs_pure,3.6387879886336334,3.6387879886336334,0.0,1.3744411557735925,1.3212806326037725,0.053160523169820006
DPA3,fcc_to_bcc,POCC__bcc__POCC_09_H0C8__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_09_H0C8,0.0,pure_pocc_seed_vs_pure,3.699821302448133,3.43344049491946,0.26638080752867266,1.6793491866020385,1.7282841014158796,-0.04893491481384116
DPA3,fcc_to_bcc,POCC__bcc__POCC_10_H0C10__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_10_H0C10,0.0,pure_pocc_seed_vs_pure,3.50165458128283,3.50165458128283,0.0,0.946369028290226,1.1979912845559717,-0.25162225626574575
DPA3,fcc_to_bcc,POCC__bcc__POCC_11_H0C12__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_11_H0C12,0.0,pure_pocc_seed_vs_pure,3.657794283941296,3.657794283941296,0.0,2.14446921943747,1.1768936156167829,0.9675756038206871
DPA3,fcc_to_bcc,POCC__bcc__POCC_12_H0C14__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_12_H0C14,0.0,pure_pocc_seed_vs_pure,3.773485589645493,3.636581111363588,0.13690447828190466,1.043760970459463,1.2547560298854958,-0.2109950594260328
DPA3,fcc_to_bcc,POCC__bcc__POCC_13_H1C0__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_13_H1C0,1.0,pure_pocc_seed_vs_pure,4.614244489334372,2.2568992149322744,2.357345274402098,0.357047219558265,0.6749136765985749,-0.3178664570403099
DPA3,fcc_to_bcc,POCC__bcc__POCC_14_H1C1__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_14_H1C1,1.0,pure_pocc_seed_vs_pure,4.5828648690984615,2.305596390376425,2.2772684787220365,0.3457660836235008,0.7017202459890938,-0.35595416236559296
DPA3,fcc_to_bcc,POCC__bcc__POCC_15_H1C2__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_15_H1C2,1.0,pure_pocc_seed_vs_pure,4.536847796753316,2.284670086192091,2.2521777105612246,0.305929076052322,0.7246829329719403,-0.4187538569196183
DPA3,fcc_to_bcc,POCC__bcc__POCC_16_H1C3__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_16_H1C3,1.0,pure_pocc_seed_vs_pure,4.543459208697742,2.298044631676593,2.2454145770211493,0.3505334110533221,0.7084102623031308,-0.35787685124980867
DPA3,fcc_to_bcc,POCC__bcc__POCC_17_H1C4__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_17_H1C4,1.0,pure_pocc_seed_vs_pure,4.538349818639587,2.1601058364557444,2.378243982183843,0.3749465169250283,0.7183672628767678,-0.3434207459517395
DPA3,fcc_to_bcc,POCC__bcc__POCC_18_H1C5__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_18_H1C5,1.0,pure_pocc_seed_vs_pure,4.645216172711248,2.008228623362684,2.6369875493485644,0.3752171187946704,0.6479985893737703,-0.2727814705790999
DPA3,fcc_to_bcc,POCC__bcc__POCC_19_H1C6__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_19_H1C6,1.0,pure_pocc_seed_vs_pure,4.616096836140878,2.27053769003881,2.345559146102068,0.3230144428148746,0.7007407461949637,-0.3777263033800891
DPA3,fcc_to_bcc,POCC__bcc__POCC_20_H1C7__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_20_H1C7,1.0,pure_pocc_seed_vs_pure,4.600806341790863,2.2769244700750813,2.3238818717157814,0.3538453385027332,0.6910953607604984,-0.3372500222577652
DPA3,fcc_to_bcc,POCC__bcc__POCC_21_H1C8__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_21_H1C8,1.0,pure_pocc_seed_vs_pure,4.559043460387983,2.277341313211992,2.2817021471759906,0.3017604563239581,0.7157861796532133,-0.41402572332925525
DPA3,fcc_to_bcc,POCC__bcc__POCC_22_H1C10__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_22_H1C10,1.0,pure_pocc_seed_vs_pure,4.552208231616457,2.2866393090938644,2.2655689225225926,0.3312057861011981,0.7261586022675429,-0.3949528161663448
DPA3,fcc_to_bcc,POCC__bcc__POCC_23_H1C12__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_23_H1C12,1.0,pure_pocc_seed_vs_pure,4.623701578215881,2.263748873318788,2.359952704897093,0.3113802191743426,0.6813151006939734,-0.3699348815196308
DPA3,fcc_to_bcc,POCC__bcc__POCC_24_H1C14__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_24_H1C14,1.0,pure_pocc_seed_vs_pure,4.594004810524294,2.2459853157484764,2.3480194947758175,0.3396746796980629,0.6838573422007406,-0.34418266250267765
DPA3,fcc_to_bcc,POCC__bcc__POCC_25_H2C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_25_H2C0,2.0,pure_pocc_seed_vs_pure,5.3689348107076444,0.0181476384705845,5.35078717223706,0.2912991629575876,0.4003328616763327,-0.10903369871874508
DPA3,fcc_to_bcc,POCC__bcc__POCC_33_H2C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_33_H2C8,2.0,pure_pocc_seed_vs_pure,5.263812417612762,3.0163189189737256,2.2474934986390362,0.4205524272812777,0.5018861463242608,-0.08133371904298309
DPA3,fcc_to_bcc,POCC__bcc__POCC_34_H2C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_34_H2C10,2.0,pure_pocc_seed_vs_pure,4.891658029854182,2.8457826114306988,2.045875418423483,0.3611923211039373,0.5703030021885308,-0.20911068108459352
DPA3,fcc_to_bcc,POCC__bcc__POCC_35_H2C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_35_H2C12,2.0,pure_pocc_seed_vs_pure,4.87352903288128,2.8350460711739207,2.0384829617073597,0.4340901964678386,0.6051909966987006,-0.171100800230862
DPA3,fcc_to_bcc,POCC__bcc__POCC_36_H2C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_36_H2C14,2.0,pure_pocc_seed_vs_pure,5.005874351140314,2.9369605921286275,2.068913759011686,0.4066417527614415,0.5725906940328882,-0.16594894127144671
DPA3,fcc_to_bcc,POCC__bcc__POCC_37_H3C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_37_H3C0,3.0,pure_pocc_seed_vs_pure,4.960231951961276,1.340655447164382,3.6195765047968944,0.4650935077073167,0.6581074561364615,-0.19301394842914477
DPA3,fcc_to_bcc,POCC__bcc__POCC_38_H4C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_38_H4C0,4.0,pure_pocc_seed_vs_pure,5.432127776753763,2.579198319437646,2.852929457316117,0.4917579657009324,0.5692716117175313,-0.07751364601659888
DPA3,fcc_to_bcc,POCC__bcc__POCC_39_H4C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_39_H4C1,4.0,pure_pocc_seed_vs_pure,5.432350480167885,2.671021693451697,2.7613287867161875,0.5160752005089488,0.5974084425288063,-0.08133324201985748
DPA3,fcc_to_bcc,POCC__bcc__POCC_40_H4C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_40_H4C2,4.0,pure_pocc_seed_vs_pure,5.441472759376545,2.625977895136208,2.815494864240337,0.3513241034771142,0.5831673798777732,-0.23184327640065905
DPA3,fcc_to_bcc,POCC__bcc__POCC_41_H4C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_41_H4C3,4.0,pure_pocc_seed_vs_pure,5.4730922037283785,2.578969895013417,2.8941223087149615,0.3689456524602722,0.610792204526208,-0.24184655206593575
DPA3,fcc_to_bcc,POCC__bcc__POCC_42_H4C4__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_42_H4C4,4.0,pure_pocc_seed_vs_pure,5.400468453212614,2.742285269413846,2.658183183798768,0.3785396069242638,0.5818528350895167,-0.20331322816525288
DPA3,fcc_to_bcc,POCC__bcc__POCC_43_H4C5__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_43_H4C5,4.0,pure_pocc_seed_vs_pure,5.395412733036429,2.733408818624248,2.6620039144121814,0.3797842013790691,0.5705234510161912,-0.19073924963712208
DPA3,fcc_to_bcc,POCC__bcc__POCC_44_H4C6__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_44_H4C6,4.0,pure_pocc_seed_vs_pure,5.498576913671456,2.4581440136647648,3.040432900006691,0.464345791274616,0.6006823088862044,-0.13633651761158844
DPA3,fcc_to_bcc,POCC__bcc__POCC_45_H4C7__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_45_H4C7,4.0,pure_pocc_seed_vs_pure,5.425115167796466,2.647108788948511,2.778006378847955,0.4846869865422161,0.5901475184210228,-0.10546053187880666
DPA3,fcc_to_bcc,POCC__bcc__POCC_46_H4C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_46_H4C8,4.0,pure_pocc_seed_vs_pure,5.520309438178991,2.444979961257528,3.075329476921463,0.3429393846079086,0.5623729297481469,-0.21943354514023827
DPA3,fcc_to_bcc,POCC__bcc__POCC_47_H4C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_47_H4C10,4.0,pure_pocc_seed_vs_pure,5.491801119518442,1.6568688706154575,3.8349322489029847,0.3627213105694557,0.6027465607531934,-0.24002525018373772
DPA3,fcc_to_bcc,POCC__bcc__POCC_48_H4C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_48_H4C12,4.0,pure_pocc_seed_vs_pure,5.491008477984291,2.4673897860529603,3.023618691931331,0.459151377978436,0.5881001262280912,-0.12894874824965513
DPA3,fcc_to_bcc,POCC__bcc__POCC_49_H4C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_49_H4C14,4.0,pure_pocc_seed_vs_pure,5.462055158842634,2.603772302566368,2.8582828562762654,0.4909204273317474,0.5569771242766333,-0.06605669694488586
DPA4,bcc_to_fcc,POCC__fcc__POCC_01_H0C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_01_H0C0,0.0,pure_pocc_seed_vs_pure,3.797831784744021,2.9547787848723623,0.8430529998716585,0.4781916559338662,0.421465380770872,0.05672627516299422
DPA4,bcc_to_fcc,POCC__fcc__POCC_02_H0C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_02_H0C1,0.0,pure_pocc_seed_vs_pure,3.613411109470228,3.00956030890246,0.6038508005677681,0.583919997603989,0.449854989213927,0.13406500839006202
DPA4,bcc_to_fcc,POCC__fcc__POCC_03_H0C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_03_H0C2,0.0,pure_pocc_seed_vs_pure,3.68521101986824,2.894957529469599,0.7902534903986411,0.5650640462778416,0.6722304456433593,-0.10716639936551775
DPA4,bcc_to_fcc,POCC__fcc__POCC_04_H0C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_04_H0C3,0.0,pure_pocc_seed_vs_pure,3.656619899373652,2.8890393730533,0.7675805263203519,0.6232014388635883,0.6829396543556104,-0.059738215492022184
DPA4,bcc_to_fcc,POCC__fcc__POCC_05_H0C4__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_05_H0C4,0.0,pure_pocc_seed_vs_pure,3.750967687948602,2.966243481945296,0.7847242060033057,0.5530900866672998,0.5178363383202415,0.0352537483470583
DPA4,bcc_to_fcc,POCC__fcc__POCC_06_H0C5__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_06_H0C5,0.0,pure_pocc_seed_vs_pure,3.753433696195695,2.867969675769885,0.8854640204258102,0.515037173567082,0.4501843458196199,0.0648528277474621
