fold,fold_label,control,system_id,held_out_environment_count,pure_median_distance,systematic_seed_reduction_fraction,random_median_reduction_fraction,random_q025_reduction_fraction,random_q975_reduction_fraction,systematic_empirical_percentile
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_17_H1C4__Hf20_Mo20_Ta20_Ti20_Zr20_n100,960,4.538349818639587,0.5240327601931628,0.6879345084374364,0.6449121115788425,0.6970748764900293,0.0
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_18_H1C5__Hf20_Mo20_Ta20_Ti20_Zr20_n100,180,4.645216172711248,0.5676781125579885,0.7224917616042177,0.6503180945774284,0.733148764726231,0.0
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_19_H1C6__Hf20_Mo20_Ta20_Ti20_Zr20_n100,840,4.616096836140878,0.5081260704363794,0.6891879267832082,0.6250485610951039,0.7208506349638837,0.0
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_20_H1C7__Hf20_Mo20_Ta20_Ti20_Zr20_n100,900,4.600806341790863,0.5051031708522665,0.6790334877668617,0.629897754172034,0.6851817130253703,0.0
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_21_H1C8__Hf20_Mo20_Ta20_Ti20_Zr20_n100,1020,4.559043460387983,0.5004782619426518,0.6733895143376053,0.6237742512716268,0.6926794610287162,0.0
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_22_H1C10__Hf20_Mo20_Ta20_Ti20_Zr20_n100,900,4.552208231616457,0.4976856960952564,0.6723443686749094,0.6346189156352177,0.6922593293152728,0.0
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_23_H1C12__Hf20_Mo20_Ta20_Ti20_Zr20_n100,720,4.623701578215881,0.5104033348552987,0.6898783177275957,0.6237922704784861,0.7091572842817929,0.0
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_24_H1C14__Hf20_Mo20_Ta20_Ti20_Zr20_n100,540,4.594004810524294,0.5111051449917503,0.6709656401645119,0.6143440914701186,0.6828048755458104,0.0
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_25_H2C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,60,5.3689348107076444,0.9966198810172938,0.7833691695541637,0.7468425601537583,0.9966198810172938,83.1
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_33_H2C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,60,5.263812417612762,0.42697066694833263,0.4627104524011778,0.42697865300556537,0.49953168928448466,1.125
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_34_H2C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,120,4.891658029854182,0.41823762125997793,0.49077990768635593,0.46294642363479294,0.503868162799792,0.0
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_35_H2C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,120,4.8735290328812795,0.41827656056912565,0.48907504771745036,0.46653764240954654,0.5066664300927051,0.0
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_36_H2C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,120,5.005874351140314,0.4132971812487458,0.5090600936065334,0.4439299085387351,0.5265512594616392,0.0
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_37_H3C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,300,4.960231951961276,0.7297192026202955,0.7825759547350948,0.7754048724639777,0.7891680738906349,0.0
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_38_H4C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,300,5.432127776753763,0.5251955724467561,0.6176097367912989,0.6087354190594836,0.6245873087472938,0.0
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_39_H4C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,300,5.432350480167885,0.5083119722847577,0.6206752883323593,0.6102345148553178,0.6286421118746719,0.0
fcc_to_bcc,FCC-to-BCC,one_per_trajectory,POCC__bcc__POCC_40_H4C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,300,5.441472759376545,0.5174141245839705,0.615562136908587,0.6052480877162403,0.6248379007226049,0.0
