architecture,fold,comparison,baseline_regime,treatment_regime,evaluation_variant,endpoint,unit,systems,baseline_equal_system_estimate,treatment_equal_system_estimate,absolute_reduction,reduction_ci_low,reduction_ci_high,relative_reduction_percent,relative_reduction_ci_low,relative_reduction_ci_high,direction,bootstrap_resamples
DPA3,fcc_to_bcc,pure_pocc_aimd_vs_pure_pocc_seed,pure_pocc_seed,pure_pocc_aimd,primary,energy_rmse_mev_atom,meV/atom,42,222.389685281429,255.35961588668562,-32.96993060525662,-80.62043402084659,12.900197874535824,-14.825296669462857,-28.252198018112114,8.364397106047093,unresolved,10000
DPA3,fcc_to_bcc,pure_pocc_seed_vs_pure,pure,pure_pocc_seed,primary,energy_mae_mev_atom,meV/atom,42,350.35821675263367,212.26186968533295,138.0963470673007,97.43049362628882,180.0287949425024,39.41575806249808,35.518026628471894,44.003379849865375,improvement,10000
DPA3,fcc_to_bcc,pure_pocc_aimd_vs_pure,pure,pure_pocc_aimd,primary,energy_mae_mev_atom,meV/atom,42,350.35821675263367,243.3193330159992,107.03888373663446,93.40742417104416,120.2758939683413,30.55126970583025,21.689024793675895,46.188635163961834,improvement,10000
DPA3,fcc_to_bcc,pure_pocc_aimd_vs_pure_pocc_seed,pure_pocc_seed,pure_pocc_aimd,primary,energy_mae_mev_atom,meV/atom,42,212.26186968533295,243.3193330159992,-31.057463330666252,-77.52056252017358,13.602548866417091,-14.631673308403109,-28.508026486035217,8.872970108278784,unresolved,10000
DPA3,fcc_to_bcc,pure_pocc_seed_vs_pure,pure,pure_pocc_seed,primary,virial_component_rmse_mev_atom,meV/atom,42,711.4667793603085,586.5037737529334,124.96300560737507,30.179250063540376,246.4556447315485,17.564137811147187,6.482921662867133,25.629570736224707,improvement,10000
DPA3,fcc_to_bcc,pure_pocc_aimd_vs_pure,pure,pure_pocc_aimd,primary,virial_component_rmse_mev_atom,meV/atom,42,711.4667793603085,1019.738078162418,-308.2712988021095,-765.4975200692473,60.694209560077525,-43.32898003744902,-88.5811880718824,11.094859164560416,unresolved,10000
DPA3,fcc_to_bcc,pure_pocc_aimd_vs_pure_pocc_seed,pure_pocc_seed,pure_pocc_aimd,primary,virial_component_rmse_mev_atom,meV/atom,42,586.5037737529334,1019.738078162418,-433.2343044094846,-982.0925061388009,-3.2662652378489456,-73.8672662986114,-142.78190245495637,-0.6907491750086237,degradation,10000
DPA3,fcc_to_bcc,pure_pocc_seed_vs_pure,pure,pure_pocc_seed,primary,stress_component_rmse_gpa,GPa,42,6.607000411121137,5.338780921454834,1.2682194896663033,0.2857695306865948,2.519223233065979,19.19508719163376,6.747611112843992,27.60010974424793,improvement,10000
DPA3,fcc_to_bcc,pure_pocc_aimd_vs_pure,pure,pure_pocc_aimd,primary,stress_component_rmse_gpa,GPa,42,6.607000411121137,10.171625022503475,-3.564624611382338,-8.526688486359033,0.43633599877823875,-53.95223837707404,-104.72064983554935,8.666166228600051,unresolved,10000
DPA3,fcc_to_bcc,pure_pocc_aimd_vs_pure_pocc_seed,pure_pocc_seed,pure_pocc_aimd,primary,stress_component_rmse_gpa,GPa,42,5.338780921454834,10.171625022503475,-4.832844101048641,-10.692655181872857,-0.22698294538751088,-90.52336426892894,-167.38500340958385,-5.172361776687191,degradation,10000
DPA3,bcc_to_fcc,pure_pocc_seed_vs_pure,pure,pure_pocc_seed,primary,force_component_rmse_ev_a,eV/angstrom,41,0.42552977541630643,0.6718936538889471,-0.24636387847264063,-0.2701981616023905,-0.2214340909615143,-57.895802527946884,-66.32852117378033,-49.95146568402937,degradation,10000
DPA3,bcc_to_fcc,pure_pocc_aimd_vs_pure,pure,pure_pocc_aimd,primary,force_component_rmse_ev_a,eV/angstrom,41,0.42552977541630643,0.3034258888476523,0.12210388656865412,0.058987865797338085,0.17916409347218978,28.69455761331785,13.686881275325572,42.295016855966445,improvement,10000
DPA3,bcc_to_fcc,pure_pocc_aimd_vs_pure_pocc_seed,pure_pocc_seed,pure_pocc_aimd,primary,force_component_rmse_ev_a,eV/angstrom,41,0.6718936538889471,0.3034258888476523,0.36846776504129475,0.3007598010303681,0.4296946332254113,54.84019128750342,44.828343522694965,63.89564462612229,improvement,10000
DPA3,bcc_to_fcc,pure_pocc_seed_vs_pure,pure,pure_pocc_seed,primary,force_component_mae_ev_a,eV/angstrom,41,0.3238283949522873,0.5174865617093618,-0.19365816675707448,-0.21102245122701016,-0.17571265129178287,-59.80271334316065,-67.6588486798588,-52.390131503332945,degradation,10000
DPA3,bcc_to_fcc,pure_pocc_aimd_vs_pure,pure,pure_pocc_aimd,primary,force_component_mae_ev_a,eV/angstrom,41,0.3238283949522873,0.22788592201384436,0.09594247293844296,0.04853482109843938,0.1392606331525674,29.62756646234777,14.968039073095914,42.82080678557685,improvement,10000
DPA3,bcc_to_fcc,pure_pocc_aimd_vs_pure_pocc_seed,pure_pocc_seed,pure_pocc_aimd,primary,force_component_mae_ev_a,eV/angstrom,41,0.5174865617093618,0.22788592201384436,0.2896006396955174,0.2393552833586121,0.3356257248908871,55.9629294988663,46.46589172658645,64.5521549490544,improvement,10000
DPA3,bcc_to_fcc,pure_pocc_seed_vs_pure,pure,pure_pocc_seed,primary,force_vector_rmse_ev_a,eV/angstrom,41,0.7370391911544165,1.1637539458187547,-0.42671475466433817,-0.4679969440070461,-0.3835350960731709,-57.89580252794692,-66.32852117378035,-49.95146568402929,degradation,10000
DPA3,bcc_to_fcc,pure_pocc_aimd_vs_pure,pure,pure_pocc_aimd,primary,force_vector_rmse_ev_a,eV/angstrom,41,0.7370391911544165,0.5255490558158807,0.21149013533853578,0.1021699805910439,0.31032131278585207,28.694557613317826,13.68688127532557,42.295016855966466,improvement,10000
DPA3,bcc_to_fcc,pure_pocc_aimd_vs_pure_pocc_seed,pure_pocc_seed,pure_pocc_aimd,primary,force_vector_rmse_ev_a,eV/angstrom,41,1.1637539458187547,0.5255490558158807,0.638204890002874,0.5209312562589038,0.7442529364860863,54.840191287503416,44.82834352269496,63.89564462612229,improvement,10000
DPA3,bcc_to_fcc,pure_pocc_seed_vs_pure,pure,pure_pocc_seed,primary,energy_rmse_mev_atom,meV/atom,41,113.858440530014,126.94133385394584,-13.082893323931842,-26.131867720244006,-0.5090818927249233,-11.490490527562677,-24.16640531554855,-0.424089543642925,degradation,10000
DPA3,bcc_to_fcc,pure_pocc_aimd_vs_pure,pure,pure_pocc_aimd,primary,energy_rmse_mev_atom,meV/atom,41,113.858440530014,46.75549445186511,67.10294607814888,44.93433861825975,88.1728581163195,58.93541643973246,40.247295793328895,75.27269404019513,improvement,10000
DPA3,bcc_to_fcc,pure_pocc_aimd_vs_pure_pocc_seed,pure_pocc_seed,pure_pocc_aimd,primary,energy_rmse_mev_atom,meV/atom,41,126.94133385394584,46.75549445186511,80.18583940208072,61.51832300081852,95.83266124426954,63.16763576341468,48.1534050336676,76.68237369229394,improvement,10000
DPA3,bcc_to_fcc,pure_pocc_seed_vs_pure,pure,pure_pocc_seed,primary,energy_mae_mev_atom,meV/atom,41,112.50217763810154,123.3834414780935,-10.88126383999196,-24.100434586904946,1.9521582879881236,-9.672047304715246,-22.564584966526347,1.6078049534688852,unresolved,10000
