fold,regime,system_id,parent_family,structure,hnf_group,environment_count,coverage_distance_mean,coverage_distance_median,coverage_distance_p90,coverage_distance_minimum,coverage_distance_maximum
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_14_H1C1__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_14_H1C1,1,900,1.2847319519478644,1.278680221819857,1.5364662551763084,0.669070770422056,1.9799475542927318
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_15_H1C2__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_15_H1C2,1,720,1.3016331230988678,1.2883521046167812,1.563226207706344,0.8580769363454301,2.0289762502852087
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_16_H1C3__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_16_H1C3,1,1800,1.2757191389022937,1.2730864034795004,1.514467381003521,0.643177835703608,2.225134954876542
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_17_H1C4__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_17_H1C4,1,960,1.1998420764042064,1.1928642510968577,1.4241527190130534,0.6818971361127028,1.9904158681114523
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_18_H1C5__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_18_H1C5,1,180,1.0757598943035633,1.0130763032910366,1.2811613638668906,0.824634927147571,1.6966559214214998
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_19_H1C6__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_19_H1C6,1,840,1.219931079529755,1.2168157933826405,1.4829526609009749,0.6995643230426526,1.8225394893272457
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_20_H1C7__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_20_H1C7,1,900,1.3663093420851475,1.3660795235043182,1.610899963731247,0.886185675589191,2.0011823586374167
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_21_H1C8__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_21_H1C8,1,1020,1.343008950184059,1.3324618806478763,1.5738205343336829,0.8670311917347993,1.991393456712973
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_22_H1C10__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_22_H1C10,1,900,1.3344611412618368,1.3392863460105562,1.5683726508387434,0.7908735505843584,2.0667562403538917
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_23_H1C12__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_23_H1C12,1,720,1.296156310127543,1.2830056362647912,1.5533297161280806,0.7717076631935682,2.1344143342872863
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_24_H1C14__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_24_H1C14,1,540,1.426261675012232,1.4242081807237934,1.637841473041285,0.8959253896541468,2.0492930628497508
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_25_H2C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_25_H2C0,2,60,0.020104533820639717,0.018147638470584586,0.03107454932410045,0.010209481585235372,0.031169098766170026
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_33_H2C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_33_H2C8,2,60,2.3739364618908088,2.6343713085660116,3.2623781324596175,1.5231373307975014,3.262379948700045
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_34_H2C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_34_H2C10,2,120,2.0962991507665976,2.399438067531201,2.9025653857207976,0.42968800412762287,3.0913928709033054
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_35_H2C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_35_H2C12,2,120,2.1602086174546096,2.3383887514136763,3.044192817271653,0.8451596206872268,3.255569813230837
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_36_H2C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_36_H2C14,2,120,2.1704031989186743,2.32146955381965,3.019808939948742,0.9558239286416395,3.1762715107322044
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_37_H3C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_37_H3C0,3,300,0.7538850953949703,0.8762346095990319,1.131033879879904,0.0092447697417053,1.441525832192157
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_38_H4C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_38_H4C0,4,300,1.9496127239106682,1.933009155323147,2.2664878935390913,1.4227896332046561,2.425452434797058
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_39_H4C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_39_H4C1,4,300,1.922092582708356,1.902844060298973,2.238258006737812,1.3284881411259075,2.495819779896607
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_40_H4C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_40_H4C2,4,300,1.9451230947299216,1.9543254355126094,2.303351225443593,1.3368375982556655,2.437602760811799
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_41_H4C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_41_H4C3,4,360,1.7880585282848034,1.9039019629387868,2.2449369303874183,0.6949919218501472,2.4340682090208765
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_42_H4C4__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_42_H4C4,4,360,1.845117124743332,1.880150599800611,2.2081780559616244,0.9667081178663229,2.36400399432614
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_43_H4C5__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_43_H4C5,4,360,1.9310812580901426,1.8962305024564923,2.2448050042479544,1.1739333880327336,2.5070252764637146
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_44_H4C6__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_44_H4C6,4,300,1.9145288224136365,1.8962321125250061,2.277978319028013,1.1805063776331048,2.3959064827816787
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_45_H4C7__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_45_H4C7,4,360,1.794307381873706,1.9129744835970919,2.320082111051818,0.27330416442834,2.559437535876222
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_46_H4C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_46_H4C8,4,300,1.6109978212348999,1.6599298519036663,1.9707941331099847,0.7192781501093373,2.488701410387833
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_47_H4C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_47_H4C10,4,300,0.8370419266161077,0.9799860504020426,1.280601170803057,0.00679239770210411,1.5696140376288197
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_48_H4C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_48_H4C12,4,360,1.8814692073640304,1.8687360417736896,2.265640697289356,1.2082593650708318,2.3373498856367516
fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_49_H4C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_49_H4C14,4,300,1.9503940391568078,1.9438993959317779,2.331941767300241,1.2191663739842205,2.508668579419635
bcc_to_fcc,pure,POCC__fcc__POCC_01_H0C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_01_H0C0,0,180,3.7771000899388785,3.7978317847440213,4.672861586586735,2.558480077925332,5.1239421125239994
bcc_to_fcc,pure,POCC__fcc__POCC_02_H0C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_02_H0C1,0,180,3.7244009953040416,3.6134111094702277,4.562524681919352,2.4848762731006553,5.115461519783462
bcc_to_fcc,pure,POCC__fcc__POCC_03_H0C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_03_H0C2,0,240,3.6866675345885254,3.68521101986824,4.6119538775250755,2.5151534907798667,5.194810070191672
bcc_to_fcc,pure,POCC__fcc__POCC_04_H0C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_04_H0C3,0,240,3.730526789585349,3.656619899373652,4.722032578300243,2.604198479283782,5.185607065784525
bcc_to_fcc,pure,POCC__fcc__POCC_05_H0C4__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_05_H0C4,0,180,3.83421038795216,3.7509676879486014,4.657711076528761,2.6705888767708386,5.070999134536901
bcc_to_fcc,pure,POCC__fcc__POCC_06_H0C5__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_06_H0C5,0,180,3.7728649832925854,3.7534336961956947,4.653618955924285,2.5316619876422966,5.071434257691481
bcc_to_fcc,pure,POCC__fcc__POCC_07_H0C6__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_07_H0C6,0,180,3.7299815458822403,3.686280272313149,4.8410961377429835,2.4082286097774674,5.217372246205806
bcc_to_fcc,pure,POCC__fcc__POCC_08_H0C7__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_08_H0C7,0,60,4.2532010170747725,4.460461985632337,5.1021482350512155,3.4188932794755784,5.1021507316652865
bcc_to_fcc,pure,POCC__fcc__POCC_09_H0C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_09_H0C8,0,120,3.9196083679970304,3.9364383302166073,4.975944833256107,2.6402107326787565,5.168071329525363
bcc_to_fcc,pure,POCC__fcc__POCC_10_H0C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_10_H0C10,0,120,3.941102809469466,3.8615820189140475,4.891736834979735,2.7085583488848965,5.16923613627922
bcc_to_fcc,pure,POCC__fcc__POCC_11_H0C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_11_H0C12,0,120,3.904272192070119,3.9207517692476896,4.893479970840791,2.5453400345632575,5.2174803531773515
bcc_to_fcc,pure,POCC__fcc__POCC_12_H0C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_12_H0C14,0,120,3.942709283178375,3.9027619630122787,4.7253079267843425,2.740095614568261,5.107804326415801
bcc_to_fcc,pure,POCC__fcc__POCC_13_H1C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_13_H1C0,1,180,4.614305780205209,4.591236371043089,5.354863382180429,3.621610507152695,5.588380274092037
bcc_to_fcc,pure,POCC__fcc__POCC_14_H1C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_14_H1C1,1,240,4.58859244313777,4.637904564793718,5.088275176610474,3.626116648658204,5.583797910544337
bcc_to_fcc,pure,POCC__fcc__POCC_15_H1C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_15_H1C2,1,240,4.598096660413086,4.590176213213372,5.259211945740711,3.708527302454451,5.59016291921703
bcc_to_fcc,pure,POCC__fcc__POCC_16_H1C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_16_H1C3,1,240,4.636687105572918,4.635574208776912,5.212251416530985,3.7410988120198123,5.583263165273042
bcc_to_fcc,pure,POCC__fcc__POCC_17_H1C4__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_17_H1C4,1,180,4.934999401023848,4.888774620120708,5.736873297799953,3.9369133176777686,5.764020832126204
bcc_to_fcc,pure,POCC__fcc__POCC_18_H1C5__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_18_H1C5,1,180,4.932699186054274,4.898780688729807,5.701684425827335,3.7642858715033887,5.754061284184976
bcc_to_fcc,pure,POCC__fcc__POCC_19_H1C6__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_19_H1C6,1,240,4.633607619285446,4.644509765763365,5.225340978720215,3.722799948147703,5.6358937245133065
bcc_to_fcc,pure,POCC__fcc__POCC_20_H1C7__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_20_H1C7,1,180,4.634417285409133,4.696960908069379,5.328937528295836,3.658390223069467,5.577638763155644
bcc_to_fcc,pure,POCC__fcc__POCC_21_H1C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_21_H1C8,1,180,4.642853114230135,4.632958616969924,5.411047715475195,3.7049820660364463,5.589452001013767
bcc_to_fcc,pure,POCC__fcc__POCC_22_H1C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_22_H1C10,1,180,4.65519380911974,4.672065832014681,5.363733904156967,3.7156184136268338,5.5814618061791315
bcc_to_fcc,pure,POCC__fcc__POCC_23_H1C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_23_H1C12,1,180,4.670232809712726,4.63962121576174,5.420913027902722,3.657698512496193,5.634595323816584
bcc_to_fcc,pure,POCC__fcc__POCC_24_H1C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_24_H1C14,1,120,4.731375135288745,4.7379404198303225,5.378668354473087,3.6610709238927455,5.583823979519272
bcc_to_fcc,pure,POCC__fcc__POCC_25_H2C0__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_25_H2C0,2,600,4.793041630017208,4.925002121311918,5.312730836849145,3.920484086335232,5.451584375273546
bcc_to_fcc,pure,POCC__fcc__POCC_26_H2C1__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_26_H2C1,2,600,4.801498632231684,4.913785815971577,5.303828949382442,3.98612052096844,5.47235256797545
bcc_to_fcc,pure,POCC__fcc__POCC_27_H2C2__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_27_H2C2,2,600,4.810303827830177,4.957881753754508,5.30643471365946,3.958899200235695,5.464903482505251
bcc_to_fcc,pure,POCC__fcc__POCC_28_H2C3__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_28_H2C3,2,600,4.805741560691228,4.941155028037018,5.3036544008584325,4.040573469175028,5.4743258676374
bcc_to_fcc,pure,POCC__fcc__POCC_29_H2C4__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_29_H2C4,2,540,4.805943069990014,4.910908685293982,5.3025238237621055,4.055974709052032,5.4248856064673
bcc_to_fcc,pure,POCC__fcc__POCC_30_H2C5__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_30_H2C5,2,660,4.819277774277192,4.9343153342501775,5.302109851501125,4.015994765848334,5.483654655007131
bcc_to_fcc,pure,POCC__fcc__POCC_31_H2C6__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_31_H2C6,2,540,4.487464592917565,4.535763386264398,4.996207517629679,3.7226998385299988,5.186059811589546
bcc_to_fcc,pure,POCC__fcc__POCC_32_H2C7__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_32_H2C7,2,600,4.807333290543744,4.942876887820386,5.310374556664931,3.928098180246662,5.527935998221174
bcc_to_fcc,pure,POCC__fcc__POCC_33_H2C8__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_33_H2C8,2,600,4.807926959775412,4.91547251399432,5.3098685424375125,3.965587742557952,5.458616285035625
bcc_to_fcc,pure,POCC__fcc__POCC_34_H2C10__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_34_H2C10,2,600,4.797546399882684,4.9194347031009995,5.319811696599684,3.867129876711834,5.474625840428574
bcc_to_fcc,pure,POCC__fcc__POCC_35_H2C12__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_35_H2C12,2,540,4.4832863555624725,4.535583016280416,4.960171073199987,3.711765273787691,5.161459855944032
bcc_to_fcc,pure,POCC__fcc__POCC_36_H2C14__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_36_H2C14,2,540,4.807741811674144,4.934715325023624,5.3112911987467974,3.9104710647985086,5.5294221455557695
bcc_to_fcc,pure,POCC__fcc__POCC_37_H3C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_37_H3C0,3,180,4.742889235943805,4.838954164451376,5.460246485192805,3.486861861885624,5.7514396017729705
bcc_to_fcc,pure,POCC__fcc__POCC_38_H3C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_38_H3C1,3,240,4.767980565481762,4.744000386652012,5.410065448545575,3.670203002975581,5.753603313609488
bcc_to_fcc,pure,POCC__fcc__POCC_39_H3C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_39_H3C2,3,180,4.770301948283817,4.751826777137643,5.612519194878244,3.446338812434087,5.785071062310907
bcc_to_fcc,pure,POCC__fcc__POCC_40_H3C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_40_H3C3,3,180,4.797240041210259,4.792222834513693,5.501608828893458,3.6337777689255133,5.810112014274561
bcc_to_fcc,pure,POCC__fcc__POCC_49_H4C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_49_H4C0,4,360,5.424882020516856,5.491299392047603,5.826887716231656,4.631450381352997,5.984609250621355
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_01_H0C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_01_H0C0,0,180,2.9324033578865167,2.9547787848723623,3.204207096006521,2.2770934080673637,3.484146098683097
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_02_H0C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_02_H0C1,0,180,3.0338170680982484,3.0095603089024596,3.4861800979995943,2.379642956157939,3.6510669834131777
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_03_H0C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_03_H0C2,0,240,3.0072003036416692,2.894957529469599,3.417301997441135,2.381354076389094,4.112840594454184
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_04_H0C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_04_H0C3,0,240,3.053703772339144,2.8890393730533,3.8370680211978256,2.19500613226753,4.19093648026397
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_05_H0C4__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_05_H0C4,0,180,3.021733932932421,2.9662434819452956,3.6137968320720453,2.33081475575223,3.847930616903669
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_06_H0C5__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_06_H0C5,0,180,2.969797583916352,2.867969675769885,3.611374733681117,2.252232068404219,3.844552481790577
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_07_H0C6__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_07_H0C6,0,180,3.0439932690365903,3.02028062478212,3.6323107228601863,2.3138681073166207,3.896811198142383
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_08_H0C7__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_08_H0C7,0,60,3.4084213921821074,3.427094457151293,3.664300703043331,3.1765883997509383,3.664309251431987
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_09_H0C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_09_H0C8,0,120,3.0889818066523067,3.169478698464788,3.4661747592382044,2.4217495108887905,3.48994469486416
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_10_H0C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_10_H0C10,0,120,3.079470483178206,3.2401455248476894,3.4804840808147164,2.350568052465834,3.5404626071565217
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_11_H0C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_11_H0C12,0,120,2.9308897021530096,2.9301676436795057,3.1480743350004814,2.2746547859825696,3.40413821364174
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_12_H0C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_12_H0C14,0,120,2.9195917665476814,2.9877905290072935,3.170234207519032,2.323296756777925,3.2692351246513445
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_13_H1C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_13_H1C0,1,180,2.2165051119334476,2.1522532827227314,3.0741780889846577,0.9747998753550919,3.6473968760211104
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_14_H1C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_14_H1C1,1,240,2.0330328760042042,1.9211785924776992,2.8399314952558092,1.0960823564729667,3.6065704621667245
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_15_H1C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_15_H1C2,1,240,2.0661723838457444,1.9734481177239838,2.8229359383143726,1.0453398677676184,3.5236244515795963
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_16_H1C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_16_H1C3,1,240,1.974143877297213,1.8619478022516602,2.794637572025323,1.0304177180456378,3.55185634178893
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_17_H1C4__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_17_H1C4,1,180,2.7209875157597496,2.8008840871832756,3.1794506615788594,1.8607712040575288,3.545755603133494
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_18_H1C5__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_18_H1C5,1,180,2.7851994143590115,2.909361356700729,3.084300830872069,1.5686181742360223,3.4495193961915374
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_19_H1C6__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_19_H1C6,1,240,1.9256039554175042,1.7311362200854732,2.873145294173228,0.847662843006137,3.7399773094148125
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_20_H1C7__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_20_H1C7,1,180,2.1733765037591084,2.1062420236920216,2.9823645301843413,1.0203333828036247,3.596765829278612
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_21_H1C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_21_H1C8,1,180,2.144943049075926,2.096775682971808,2.9849023134231922,1.1117848550031304,3.5074435548335563
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_22_H1C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_22_H1C10,1,180,2.15753330336618,2.0831822349466274,3.009180924650979,1.0523691809251603,3.5427416362194353
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_23_H1C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_23_H1C12,1,180,2.0459185694446496,1.853843249890791,3.0123237814088863,0.9738151586166607,3.7397245024726757
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_24_H1C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_24_H1C14,1,120,2.3950885866911618,2.34307922577554,3.163551098928081,1.1117133086942876,3.5924823493281384
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_25_H2C0__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_25_H2C0,2,600,1.487806737806196,1.581541363287856,2.099444860538909,0.027182348871708714,2.810665669629421
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_26_H2C1__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_26_H2C1,2,600,1.6580552560695274,1.691849010222391,2.1911570474251394,0.6567999188364978,2.713275918372494
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_27_H2C2__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_27_H2C2,2,600,1.8082004152216113,1.8085809014165755,2.280941225920393,0.7870499263102431,2.771487277629221
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_28_H2C3__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_28_H2C3,2,600,1.6873953884727708,1.701716863808337,2.146350179876987,0.487960429407923,2.574406613872843
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_29_H2C4__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_29_H2C4,2,540,1.8383818688792932,1.8493996274191955,2.255725512559796,1.0333175753424668,3.0697372626164547
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_30_H2C5__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_30_H2C5,2,660,1.8283316134141427,1.8316162615947063,2.2892527375567737,0.9970039932431176,2.9026673199380295
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_31_H2C6__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_31_H2C6,2,540,1.9087323278298907,1.9141184106174367,2.3626666430512486,0.8842125566196332,2.956712090635431
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_32_H2C7__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_32_H2C7,2,600,1.78880022741228,1.7892552736416283,2.237816030076862,0.7871878550787922,2.7923057874005828
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_33_H2C8__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_33_H2C8,2,600,1.6574135266626964,1.6865543180308464,2.2006770926953427,0.650413759566209,2.9665112572165495
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_34_H2C10__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_34_H2C10,2,600,1.451988996556122,1.5364573226239902,2.0544021284778813,0.0092447697417053,2.9739701896160504
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_35_H2C12__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_35_H2C12,2,540,1.871472582238848,1.8609048553609093,2.335358412473545,0.8887290935384531,2.8953633297302708
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_36_H2C14__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_36_H2C14,2,540,1.7403532904330261,1.7944086533840053,2.212087474661557,0.4966619937250681,2.5896131750584503
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_37_H3C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_37_H3C0,3,180,1.2344958864889488,1.5615438148586884,2.303905252690595,0.010209481585235372,2.894620646625739
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_38_H3C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_38_H3C1,3,240,2.4628628736120826,2.537710235392911,2.998389359567704,1.3159249054582025,3.286203284216275
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_39_H3C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_39_H3C2,3,180,2.3729160096068065,2.3866388473266804,3.2292028229190284,0.998574453984402,3.6249848402303324
bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_40_H3C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_40_H3C3,3,180,2.655094089393345,2.9145381323519723,3.2521387264329604,0.42968800412762287,3.7816975528395025
