architecture,fold,regime,evaluation_variant,endpoint,unit,systems,equal_system_estimate,bootstrap_ci_low,bootstrap_ci_high,bootstrap_resamples
DPA4,equal_fold_mean,pure,independence,force_component_rmse_ev_a,eV/angstrom,83,0.5748374381825568,0.5496727996578983,0.59961922530839,10000
DPA4,equal_fold_mean,pure_pocc_seed,independence,force_component_rmse_ev_a,eV/angstrom,83,0.6141939791536178,0.4964055239838599,0.7604882508935042,10000
DPA4,equal_fold_mean,pure_pocc_aimd,independence,force_component_rmse_ev_a,eV/angstrom,83,0.18556187554429177,0.17005791404736292,0.20086969471114882,10000
DPA4,equal_fold_mean,pure,independence,force_component_mae_ev_a,eV/angstrom,83,0.4137965545042081,0.39482448319559044,0.4330528927449656,10000
DPA4,equal_fold_mean,pure_pocc_seed,independence,force_component_mae_ev_a,eV/angstrom,83,0.34207671816015117,0.3056841177648772,0.3815805797831581,10000
DPA4,equal_fold_mean,pure_pocc_aimd,independence,force_component_mae_ev_a,eV/angstrom,83,0.1334810642123126,0.12301227607349564,0.14372042320384776,10000
DPA4,equal_fold_mean,pure,independence,force_vector_rmse_ev_a,eV/angstrom,83,0.995647649024922,0.9520612165461083,1.038570963429221,10000
DPA4,equal_fold_mean,pure_pocc_seed,independence,force_vector_rmse_ev_a,eV/angstrom,83,1.063815177596966,0.8597995886978963,1.3172042891067373,10000
DPA4,equal_fold_mean,pure_pocc_aimd,independence,force_vector_rmse_ev_a,eV/angstrom,83,0.3214025963904861,0.29454894735921366,0.3479165169405592,10000
DPA4,equal_fold_mean,pure,independence,energy_rmse_mev_atom,meV/atom,83,140.3748675743885,122.73454365887304,158.22060388073393,10000
DPA4,equal_fold_mean,pure_pocc_seed,independence,energy_rmse_mev_atom,meV/atom,83,102.36387669565579,86.60669445589417,118.6773656338048,10000
DPA4,equal_fold_mean,pure_pocc_aimd,independence,energy_rmse_mev_atom,meV/atom,83,57.444161685590885,40.18920282936891,75.35274740938162,10000
