architecture,fold,regime,evaluation_variant,endpoint,unit,systems,equal_system_estimate,bootstrap_ci_low,bootstrap_ci_high,bootstrap_resamples
DPA2,equal_fold_mean,pure,primary,stress_component_rmse_gpa,GPa,83,3.8177911923249797,2.8731875679069003,4.81183881161309,10000
DPA2,equal_fold_mean,pure_pocc_seed,primary,stress_component_rmse_gpa,GPa,83,2.983294843289486,2.2137347564445347,3.7851090175487787,10000
DPA2,equal_fold_mean,pure_pocc_aimd,primary,stress_component_rmse_gpa,GPa,83,2.413278365154797,1.608879315526582,3.2452274657533997,10000
DPA3,equal_fold_mean,pure,primary,force_component_rmse_ev_a,eV/angstrom,83,0.6162701757621498,0.4752276600942296,0.8116398934838597,10000
DPA3,equal_fold_mean,pure_pocc_seed,primary,force_component_rmse_ev_a,eV/angstrom,83,0.7513355677760067,0.686953486835927,0.8244391195206325,10000
DPA3,equal_fold_mean,pure_pocc_aimd,primary,force_component_rmse_ev_a,eV/angstrom,83,0.5998140021440127,0.3535007924229725,0.8935985255088981,10000
DPA3,equal_fold_mean,pure,primary,force_component_mae_ev_a,eV/angstrom,83,0.3843346284194019,0.33724576651890215,0.4456693995974181,10000
DPA3,equal_fold_mean,pure_pocc_seed,primary,force_component_mae_ev_a,eV/angstrom,83,0.5437591545411188,0.5141765236738688,0.5739238274764996,10000
DPA3,equal_fold_mean,pure_pocc_aimd,primary,force_component_mae_ev_a,eV/angstrom,83,0.2834165861450227,0.21933393677336685,0.35526879461245564,10000
DPA3,equal_fold_mean,pure,primary,force_vector_rmse_ev_a,eV/angstrom,83,1.0674112556094457,0.8231184524452784,1.4058015329638371,10000
DPA3,equal_fold_mean,pure_pocc_seed,primary,force_vector_rmse_ev_a,eV/angstrom,83,1.3013513769216536,1.1898383416364233,1.4279704427570856,10000
DPA3,equal_fold_mean,pure_pocc_aimd,primary,force_vector_rmse_ev_a,eV/angstrom,83,1.0389083268046573,0.6122813329924477,1.5477580477500452,10000
DPA3,equal_fold_mean,pure,primary,energy_rmse_mev_atom,meV/atom,83,235.77506263495928,180.34391198314015,293.75277940236424,10000
DPA3,equal_fold_mean,pure_pocc_seed,primary,energy_rmse_mev_atom,meV/atom,83,174.66550956768742,137.31983352229307,213.59891586793393,10000
DPA3,equal_fold_mean,pure_pocc_aimd,primary,energy_rmse_mev_atom,meV/atom,83,151.05755516927536,91.37814733069585,213.53031462032914,10000
DPA3,equal_fold_mean,pure,primary,energy_mae_mev_atom,meV/atom,83,231.4301971953676,177.64644425064645,287.7005835409345,10000
DPA3,equal_fold_mean,pure_pocc_seed,primary,energy_mae_mev_atom,meV/atom,83,167.82265558171324,132.2071689902708,205.08778387413378,10000
DPA3,equal_fold_mean,pure_pocc_aimd,primary,energy_mae_mev_atom,meV/atom,83,139.80855282673653,83.08392354409348,199.15587298824414,10000
DPA3,equal_fold_mean,pure,primary,virial_component_rmse_mev_atom,meV/atom,83,446.18150870739265,295.14169292352284,615.0595135449122,10000
DPA3,equal_fold_mean,pure_pocc_seed,primary,virial_component_rmse_mev_atom,meV/atom,83,396.31718444689056,284.500134861275,516.2387918403978,10000
DPA3,equal_fold_mean,pure_pocc_aimd,primary,virial_component_rmse_mev_atom,meV/atom,83,613.5982144503377,315.688222932092,981.6664901651639,10000
DPA3,equal_fold_mean,pure,primary,stress_component_rmse_gpa,GPa,83,4.0523984893287475,2.579798944451327,5.723006191093438,10000
DPA3,equal_fold_mean,pure_pocc_seed,primary,stress_component_rmse_gpa,GPa,83,3.5235129483164065,2.4671724389699894,4.666403882325072,10000
DPA3,equal_fold_mean,pure_pocc_aimd,primary,stress_component_rmse_gpa,GPa,83,5.947257659422687,2.8291585578248983,9.791660984231,10000
DPA4,equal_fold_mean,pure,primary,force_component_rmse_ev_a,eV/angstrom,83,0.9617250944334398,0.7094374057430719,1.266901591514668,10000
DPA4,equal_fold_mean,pure_pocc_seed,primary,force_component_rmse_ev_a,eV/angstrom,83,0.7605618243818575,0.6552277409073252,0.873275323304694,10000
DPA4,equal_fold_mean,pure_pocc_aimd,primary,force_component_rmse_ev_a,eV/angstrom,83,0.39076666422480333,0.27280251299247016,0.5245627040241393,10000
DPA4,equal_fold_mean,pure,primary,force_component_mae_ev_a,eV/angstrom,83,0.518010279264432,0.4600197985172578,0.585949558678945,10000
DPA4,equal_fold_mean,pure_pocc_seed,primary,force_component_mae_ev_a,eV/angstrom,83,0.45088136851848204,0.41267627887112746,0.49078892313022165,10000
DPA4,equal_fold_mean,pure_pocc_aimd,primary,force_component_mae_ev_a,eV/angstrom,83,0.2106320170686224,0.17365472013952493,0.25090310622178175,10000
DPA4,equal_fold_mean,pure,primary,force_vector_rmse_ev_a,eV/angstrom,83,1.665756726472694,1.2287816315368572,2.1943379246932766,10000
DPA4,equal_fold_mean,pure_pocc_seed,primary,force_vector_rmse_ev_a,eV/angstrom,83,1.3173317221266552,1.1348877377800637,1.5125572289598677,10000
DPA4,equal_fold_mean,pure_pocc_aimd,primary,force_vector_rmse_ev_a,eV/angstrom,83,0.6768277163415668,0.4725078129354271,0.9085692551255247,10000
DPA4,equal_fold_mean,pure,primary,energy_rmse_mev_atom,meV/atom,83,239.99953612409232,176.86497052097178,305.93221928007813,10000
DPA4,equal_fold_mean,pure_pocc_seed,primary,energy_rmse_mev_atom,meV/atom,83,195.3073548216005,134.16257307893426,259.88609446291787,10000
