architecture,fold,regime,system_id,parent_family,structure,hnf_group,coverage_distance_median,coverage_distance_p90,force_component_rmse_ev_a
DPA2,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_44_H4C6__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_44_H4C6,4.0,1.896232112525006,2.277978319028013,0.1500808583880916
DPA2,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_45_H4C7__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_45_H4C7,4.0,1.912974483597092,2.320082111051818,0.1712501687186528
DPA2,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_46_H4C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_46_H4C8,4.0,1.6599298519036665,1.9707941331099847,0.1919315316267184
DPA2,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_47_H4C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_47_H4C10,4.0,0.9799860504020426,1.280601170803057,0.1107335126141982
DPA2,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_48_H4C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_48_H4C12,4.0,1.8687360417736896,2.265640697289356,0.1529087203117071
DPA2,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_49_H4C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_49_H4C14,4.0,1.9438993959317776,2.331941767300241,0.1727066780965167
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_01_H0C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_01_H0C0,0.0,3.797831784744021,4.672861586586735,0.7565444789984347
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_02_H0C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_02_H0C1,0.0,3.613411109470228,4.562524681919352,0.7537534423166206
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_03_H0C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_03_H0C2,0.0,3.68521101986824,4.611953877525076,0.7550875291904869
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_04_H0C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_04_H0C3,0.0,3.656619899373652,4.722032578300243,1.2212070237774828
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_05_H0C4__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_05_H0C4,0.0,3.750967687948602,4.657711076528761,1.0643064539160296
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_06_H0C5__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_06_H0C5,0.0,3.753433696195695,4.653618955924285,1.0020848797465918
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_07_H0C6__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_07_H0C6,0.0,3.686280272313149,4.841096137742984,1.044958944293695
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_08_H0C7__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_08_H0C7,0.0,4.460461985632337,5.102148235051216,0.8156883866292847
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_09_H0C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_09_H0C8,0.0,3.9364383302166073,4.975944833256107,0.6867335118803558
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_10_H0C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_10_H0C10,0.0,3.861582018914048,4.891736834979735,0.7364059524101509
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_11_H0C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_11_H0C12,0.0,3.9207517692476896,4.893479970840791,0.7963583462308864
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_12_H0C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_12_H0C14,0.0,3.902761963012279,4.725307926784343,1.0327957774704826
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_13_H1C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_13_H1C0,1.0,4.591236371043089,5.354863382180429,0.7496117753583611
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_14_H1C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_14_H1C1,1.0,4.637904564793718,5.088275176610474,0.7712362990670873
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_15_H1C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_15_H1C2,1.0,4.590176213213372,5.259211945740711,0.9049867659121708
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_16_H1C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_16_H1C3,1.0,4.635574208776912,5.212251416530985,0.6784906813237063
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_17_H1C4__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_17_H1C4,1.0,4.888774620120708,5.736873297799953,1.022767638128477
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_18_H1C5__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_18_H1C5,1.0,4.898780688729807,5.701684425827335,0.9924863714002602
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_19_H1C6__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_19_H1C6,1.0,4.644509765763365,5.225340978720215,0.9803140935790388
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_20_H1C7__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_20_H1C7,1.0,4.696960908069379,5.328937528295836,0.7876249864022907
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_21_H1C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_21_H1C8,1.0,4.632958616969924,5.411047715475195,0.8625992917902847
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_22_H1C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_22_H1C10,1.0,4.672065832014681,5.363733904156967,0.7226001542453443
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_23_H1C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_23_H1C12,1.0,4.63962121576174,5.420913027902722,0.9001461154154944
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_24_H1C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_24_H1C14,1.0,4.7379404198303225,5.378668354473087,0.7023693411054165
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_25_H2C0__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_25_H2C0,2.0,4.925002121311918,5.312730836849145,0.5845511788379821
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_26_H2C1__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_26_H2C1,2.0,4.913785815971577,5.303828949382442,0.5988782289953769
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_27_H2C2__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_27_H2C2,2.0,4.957881753754508,5.30643471365946,0.5938810315888357
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_28_H2C3__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_28_H2C3,2.0,4.941155028037018,5.3036544008584325,0.582377403556972
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_29_H2C4__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_29_H2C4,2.0,4.910908685293982,5.3025238237621055,0.6060096709504076
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_30_H2C5__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_30_H2C5,2.0,4.9343153342501775,5.302109851501125,0.5997039585457464
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_31_H2C6__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_31_H2C6,2.0,4.535763386264398,4.996207517629679,0.5922053681336048
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_32_H2C7__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_32_H2C7,2.0,4.942876887820386,5.310374556664931,0.6116070623256066
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_33_H2C8__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_33_H2C8,2.0,4.91547251399432,5.3098685424375125,0.597173543363695
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_34_H2C10__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_34_H2C10,2.0,4.919434703101,5.319811696599684,0.5882389873503255
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_35_H2C12__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_35_H2C12,2.0,4.535583016280416,4.960171073199987,0.7129343415512276
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_36_H2C14__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_36_H2C14,2.0,4.934715325023624,5.311291198746797,0.5851299800343012
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_37_H3C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_37_H3C0,3.0,4.838954164451376,5.460246485192805,0.6628837356594578
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_38_H3C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_38_H3C1,3.0,4.744000386652012,5.410065448545575,0.9829121582366
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_39_H3C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_39_H3C2,3.0,4.751826777137643,5.612519194878244,1.0453302524631676
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_40_H3C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_40_H3C3,3.0,4.792222834513693,5.501608828893458,1.2991059730209842
DPA2,bcc_to_fcc,pure,POCC__fcc__POCC_49_H4C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_49_H4C0,4.0,5.491299392047603,5.826887716231656,0.6193040771597271
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_01_H0C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_01_H0C0,0.0,2.9547787848723623,3.204207096006521,0.6969153969183194
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_02_H0C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_02_H0C1,0.0,3.00956030890246,3.4861800979995943,0.6575778753871272
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_03_H0C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_03_H0C2,0.0,2.894957529469599,3.417301997441135,0.7315659272559115
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_04_H0C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_04_H0C3,0.0,2.8890393730533,3.8370680211978256,0.7171070726468904
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_05_H0C4__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_05_H0C4,0.0,2.966243481945296,3.613796832072045,0.7204901029347933
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_06_H0C5__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_06_H0C5,0.0,2.867969675769885,3.611374733681117,0.7287920283766982
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_07_H0C6__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_07_H0C6,0.0,3.02028062478212,3.6323107228601854,0.665582864489882
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_08_H0C7__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_08_H0C7,0.0,3.427094457151293,3.664300703043331,0.5666306849022038
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_09_H0C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_09_H0C8,0.0,3.169478698464788,3.4661747592382044,0.6914179520329025
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_10_H0C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_10_H0C10,0.0,3.2401455248476894,3.4804840808147164,0.6924307420072585
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_11_H0C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_11_H0C12,0.0,2.9301676436795057,3.1480743350004814,0.6045029391454279
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_12_H0C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_12_H0C14,0.0,2.987790529007293,3.170234207519032,0.6210675585819393
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_13_H1C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_13_H1C0,1.0,2.1522532827227314,3.0741780889846577,0.7362806709750401
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_14_H1C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_14_H1C1,1.0,1.9211785924776992,2.839931495255809,0.6978149055414213
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_15_H1C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_15_H1C2,1.0,1.973448117723984,2.8229359383143726,0.7407753689399608
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_16_H1C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_16_H1C3,1.0,1.86194780225166,2.794637572025323,0.7061017139444739
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_17_H1C4__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_17_H1C4,1.0,2.800884087183276,3.17945066157886,0.6180701724878274
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_18_H1C5__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_18_H1C5,1.0,2.909361356700729,3.084300830872069,0.6331918375116856
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_19_H1C6__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_19_H1C6,1.0,1.7311362200854732,2.873145294173228,0.7241525505146225
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_20_H1C7__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_20_H1C7,1.0,2.1062420236920216,2.9823645301843413,0.6964293649825135
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_21_H1C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_21_H1C8,1.0,2.096775682971808,2.984902313423192,0.6944427108185713
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_22_H1C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_22_H1C10,1.0,2.083182234946628,3.009180924650979,0.6974967549232736
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_23_H1C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_23_H1C12,1.0,1.853843249890791,3.0123237814088863,0.7002453260247252
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_24_H1C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_24_H1C14,1.0,2.34307922577554,3.163551098928081,0.6952223314166817
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_25_H2C0__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_25_H2C0,2.0,1.581541363287856,2.099444860538909,0.7331083014402229
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_26_H2C1__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_26_H2C1,2.0,1.691849010222391,2.1911570474251394,0.7402468812057724
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_27_H2C2__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_27_H2C2,2.0,1.8085809014165757,2.280941225920393,0.7341120152746293
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_28_H2C3__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_28_H2C3,2.0,1.701716863808337,2.146350179876987,0.7319761820606357
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_29_H2C4__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_29_H2C4,2.0,1.8493996274191955,2.255725512559796,0.7396449500965397
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_30_H2C5__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_30_H2C5,2.0,1.8316162615947065,2.2892527375567737,0.7506678617123833
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_31_H2C6__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_31_H2C6,2.0,1.9141184106174367,2.3626666430512486,0.763332410000468
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_32_H2C7__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_32_H2C7,2.0,1.7892552736416285,2.237816030076862,0.7492379501128464
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_33_H2C8__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_33_H2C8,2.0,1.6865543180308464,2.2006770926953427,0.7134093272144646
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_34_H2C10__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_34_H2C10,2.0,1.5364573226239902,2.0544021284778813,0.7284995414656285
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_35_H2C12__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_35_H2C12,2.0,1.860904855360909,2.335358412473545,0.7510844163934385
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_36_H2C14__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_36_H2C14,2.0,1.7944086533840051,2.212087474661557,0.7394642774760211
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_37_H3C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_37_H3C0,3.0,1.5615438148586884,2.303905252690595,0.6529088412557543
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_38_H3C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_38_H3C1,3.0,2.537710235392911,2.998389359567704,0.6188589834138797
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_39_H3C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_39_H3C2,3.0,2.3866388473266804,3.2292028229190284,0.5642358406944334
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_40_H3C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_40_H3C3,3.0,2.9145381323519723,3.2521387264329604,0.6371181953933532
DPA2,bcc_to_fcc,pure_pocc_seed,POCC__fcc__POCC_49_H4C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_49_H4C0,4.0,1.5875789097831183,2.252319369397029,0.6795290774273846
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_01_H0C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_01_H0C0,0.0,2.525342638399991,2.9955977890411245,0.4104107454990629
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_02_H0C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_02_H0C1,0.0,2.545131939350971,3.204848431632029,0.4342094467697103
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_03_H0C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_03_H0C2,0.0,2.528001369173995,3.3904686736027334,0.3593986556450557
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_04_H0C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_04_H0C3,0.0,2.440475234257266,3.3170487299606446,0.3388213700556908
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_05_H0C4__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_05_H0C4,0.0,2.467071733149263,3.350738066073505,0.3519323938621073
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_06_H0C5__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_06_H0C5,0.0,2.36909997336356,3.318950402796052,0.3733006144430651
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_07_H0C6__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_07_H0C6,0.0,2.4767752824595,3.3992678201374296,0.501570082978917
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_08_H0C7__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_08_H0C7,0.0,3.170947396634692,3.4359239569690687,0.3499185116016907
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_09_H0C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_09_H0C8,0.0,2.5915960068979604,3.2570438179102164,0.3537770815681193
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_10_H0C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_10_H0C10,0.0,2.6840736784742827,3.1221427685043244,0.3494708126750302
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_11_H0C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_11_H0C12,0.0,2.3943778237443336,2.780337779494124,0.354653833774906
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_12_H0C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_12_H0C14,0.0,2.368393262781358,2.996787299158997,0.4653293580641338
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_13_H1C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_13_H1C0,1.0,1.363531342826123,2.256776683147023,0.2471939894139989
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_14_H1C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_14_H1C1,1.0,1.184112274202077,1.9603285014360452,0.2172150672268102
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_15_H1C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_15_H1C2,1.0,1.2447037993510397,1.8557124975424064,0.2484954090938423
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_16_H1C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_16_H1C3,1.0,1.1180780381992206,1.78577483480186,0.2274725099009192
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_17_H1C4__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_17_H1C4,1.0,2.177075642375777,2.958730428701647,0.2133100514772035
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_18_H1C5__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_18_H1C5,1.0,2.462868892216433,3.0163057998105227,0.2025858081379326
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_19_H1C6__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_19_H1C6,1.0,1.1689107787422763,1.8314962669384105,0.211648439330125
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_20_H1C7__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_20_H1C7,1.0,1.2858394856698738,1.920954508275389,0.2105206583790924
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_21_H1C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_21_H1C8,1.0,1.312597975770036,2.0582289250555066,0.2171887533940137
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_22_H1C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_22_H1C10,1.0,1.2900922303110396,2.001928740258058,0.2103979364294735
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_23_H1C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_23_H1C12,1.0,1.23647037369805,2.081467516491815,0.231629243355548
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_24_H1C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_24_H1C14,1.0,1.4315958836390463,2.203985285563593,0.2364743527955486
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_25_H2C0__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_25_H2C0,2.0,1.1128657734783856,1.4053560267899543,0.1419907488982365
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_26_H2C1__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_26_H2C1,2.0,1.1917929618132603,1.4735415062351152,0.1549596761217803
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_27_H2C2__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_27_H2C2,2.0,1.308714533122933,1.5895106530667298,0.1622900869561434
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_28_H2C3__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_28_H2C3,2.0,1.252983109032168,1.4749176235731642,0.1440450421853328
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_29_H2C4__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_29_H2C4,2.0,1.333404492484166,1.590579295306171,0.1427956763086942
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_30_H2C5__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_30_H2C5,2.0,1.3538464784871378,1.597093711157133,0.1459874969115017
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_31_H2C6__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_31_H2C6,2.0,1.1846885314524371,1.5611843135437218,0.212555162527101
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_32_H2C7__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_32_H2C7,2.0,1.3024747311255072,1.5319644220957211,0.155218384158661
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_33_H2C8__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_33_H2C8,2.0,1.2057738332388537,1.4868285019343963,0.1560624915034624
