architecture,fold,regime,system_id,parent_family,structure,hnf_group,coverage_distance_median,coverage_distance_p90,force_component_rmse_ev_a
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_34_H2C10__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_34_H2C10,2.0,1.1173276376354773,1.3934495139717769,0.1342845829024298
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_35_H2C12__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_35_H2C12,2.0,1.2706548994764784,1.6403937261746904,0.2221997288640058
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_36_H2C14__Hf18_Mo18_Ta18_Ti18_Zr18_n90,fcc,POCC_36_H2C14,2.0,1.3059570482126577,1.53462528623517,0.1419205302504764
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_37_H3C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_37_H3C0,3.0,1.429274341368354,2.0020653747182604,0.1489724758743539
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_38_H3C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_38_H3C1,3.0,1.894425459390271,2.380231324515837,0.1970383743072183
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_39_H3C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_39_H3C2,3.0,2.022911974864259,2.680375875991876,0.1941097296520721
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_40_H3C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_40_H3C3,3.0,2.2371958200547035,2.908154381839396,0.2022038225896766
DPA2,bcc_to_fcc,pure_pocc_aimd,POCC__fcc__POCC_49_H4C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,fcc,POCC_49_H4C0,4.0,0.9636867850613507,1.269813730301124,0.0995100829108471
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_01_H0C0__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_01_H0C0,0.0,3.768064438661612,4.386272633123618,1.150505772108357
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_02_H0C1__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_02_H0C1,0.0,3.7020767236977914,4.419022728765397,2.126923730805641
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_03_H0C2__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_03_H0C2,0.0,3.694110039599657,4.402514982611727,2.605683472737025
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_04_H0C3__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_04_H0C3,0.0,3.560535818176704,4.45235787641367,0.9488458539001712
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_05_H0C4__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_05_H0C4,0.0,3.706039443735964,4.300724054710563,0.2169862160801879
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_06_H0C5__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_06_H0C5,0.0,3.722535757599767,4.299356534238391,0.9942401096123358
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_07_H0C6__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_07_H0C6,0.0,3.651528507323513,4.453110697224573,7.122487755072547
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_08_H0C7__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_08_H0C7,0.0,3.6387879886336334,4.283919363563667,1.3744411557735925
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_09_H0C8__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_09_H0C8,0.0,3.699821302448133,4.379530019145363,1.6793491866020385
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_10_H0C10__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_10_H0C10,0.0,3.50165458128283,4.452349135698739,0.946369028290226
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_11_H0C12__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_11_H0C12,0.0,3.657794283941296,4.480086196485056,2.14446921943747
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_12_H0C14__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_12_H0C14,0.0,3.773485589645493,4.380392638619859,1.043760970459463
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_13_H1C0__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_13_H1C0,1.0,4.614244489334372,5.019405776311129,0.357047219558265
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_14_H1C1__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_14_H1C1,1.0,4.5828648690984615,5.001986529329056,0.3457660836235008
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_15_H1C2__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_15_H1C2,1.0,4.536847796753316,5.014348380565118,0.305929076052322
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_16_H1C3__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_16_H1C3,1.0,4.543459208697742,5.001405527130558,0.3505334110533221
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_17_H1C4__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_17_H1C4,1.0,4.538349818639587,5.000701932998768,0.3749465169250283
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_18_H1C5__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_18_H1C5,1.0,4.645216172711248,5.000412593132903,0.3752171187946704
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_19_H1C6__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_19_H1C6,1.0,4.616096836140878,5.008889826229802,0.3230144428148746
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_20_H1C7__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_20_H1C7,1.0,4.600806341790863,5.017382968579709,0.3538453385027332
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_21_H1C8__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_21_H1C8,1.0,4.559043460387983,5.013887238353126,0.3017604563239581
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_22_H1C10__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_22_H1C10,1.0,4.552208231616457,5.023237261154416,0.3312057861011981
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_23_H1C12__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_23_H1C12,1.0,4.623701578215881,5.034671042150148,0.3113802191743426
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_24_H1C14__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_24_H1C14,1.0,4.594004810524294,5.014019256320947,0.3396746796980629
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_25_H2C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_25_H2C0,2.0,5.3689348107076444,5.750319797660855,0.2912991629575876
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_33_H2C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_33_H2C8,2.0,5.263812417612762,5.778286265336714,0.4205524272812777
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_34_H2C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_34_H2C10,2.0,4.891658029854182,5.656010588408543,0.3611923211039373
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_35_H2C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_35_H2C12,2.0,4.87352903288128,5.719013471039361,0.4340901964678386
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_36_H2C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_36_H2C14,2.0,5.005874351140314,5.591559729617323,0.4066417527614415
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_37_H3C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_37_H3C0,3.0,4.960231951961276,5.322036819316743,0.4650935077073167
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_38_H4C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_38_H4C0,4.0,5.432127776753763,5.80020818776122,0.4917579657009324
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_39_H4C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_39_H4C1,4.0,5.432350480167885,5.781802603395701,0.5160752005089488
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_40_H4C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_40_H4C2,4.0,5.441472759376545,5.8927046494940525,0.3513241034771142
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_41_H4C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_41_H4C3,4.0,5.4730922037283785,5.826155002573588,0.3689456524602722
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_42_H4C4__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_42_H4C4,4.0,5.400468453212614,5.834531536336617,0.3785396069242638
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_43_H4C5__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_43_H4C5,4.0,5.395412733036429,5.846971073339171,0.3797842013790691
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_44_H4C6__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_44_H4C6,4.0,5.498576913671456,5.862312105543303,0.464345791274616
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_45_H4C7__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_45_H4C7,4.0,5.425115167796466,5.762076122422394,0.4846869865422161
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_46_H4C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_46_H4C8,4.0,5.520309438178991,5.881479000706666,0.3429393846079086
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_47_H4C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_47_H4C10,4.0,5.491801119518442,5.828122098280582,0.3627213105694557
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_48_H4C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_48_H4C12,4.0,5.491008477984291,5.861969649959511,0.459151377978436
DPA3,fcc_to_bcc,pure,POCC__bcc__POCC_49_H4C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_49_H4C14,4.0,5.462055158842634,5.821975852638113,0.4909204273317474
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_01_H0C0__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_01_H0C0,0.0,3.605939703571188,3.806094644533275,1.648178776425806
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_02_H0C1__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_02_H0C1,0.0,3.6257679571370938,3.832965215093653,1.2452838979944445
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_03_H0C2__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_03_H0C2,0.0,3.4414203766028204,3.845142856712527,1.2458346540877263
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_04_H0C3__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_04_H0C3,0.0,3.560535818176704,3.8596144246302058,1.2889963886589628
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_05_H0C4__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_05_H0C4,0.0,3.224428818414382,3.556926699112774,0.1521346278594598
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_06_H0C5__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_06_H0C5,0.0,3.258020384130901,3.49625697033881,1.1038114605608078
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_07_H0C6__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_07_H0C6,0.0,3.651528507323513,4.176036199949691,2.831708808172981
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_08_H0C7__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_08_H0C7,0.0,3.6387879886336334,3.7609506217559,1.3212806326037725
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_09_H0C8__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_09_H0C8,0.0,3.43344049491946,3.8236338582832983,1.7282841014158796
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_10_H0C10__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_10_H0C10,0.0,3.50165458128283,3.948347024869183,1.1979912845559717
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_11_H0C12__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_11_H0C12,0.0,3.657794283941296,4.13852321432535,1.1768936156167829
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_12_H0C14__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_12_H0C14,0.0,3.636581111363588,3.812300035889917,1.2547560298854958
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_13_H1C0__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_13_H1C0,1.0,2.2568992149322744,2.583116636026776,0.6749136765985749
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_14_H1C1__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_14_H1C1,1.0,2.305596390376425,2.5972959539824823,0.7017202459890938
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_15_H1C2__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_15_H1C2,1.0,2.284670086192091,2.599327910026078,0.7246829329719403
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_16_H1C3__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_16_H1C3,1.0,2.298044631676593,2.5792614635661444,0.7084102623031308
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_17_H1C4__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_17_H1C4,1.0,2.1601058364557444,2.502055866270222,0.7183672628767678
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_18_H1C5__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_18_H1C5,1.0,2.008228623362684,2.3686534865916755,0.6479985893737703
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_19_H1C6__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_19_H1C6,1.0,2.27053769003881,2.6066739037117697,0.7007407461949637
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_20_H1C7__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_20_H1C7,1.0,2.2769244700750813,2.5818903713074137,0.6910953607604984
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_21_H1C8__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_21_H1C8,1.0,2.277341313211992,2.582836513839029,0.7157861796532133
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_22_H1C10__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_22_H1C10,1.0,2.2866393090938644,2.586540671561714,0.7261586022675429
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_23_H1C12__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_23_H1C12,1.0,2.263748873318788,2.627125697429473,0.6813151006939734
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_24_H1C14__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_24_H1C14,1.0,2.2459853157484764,2.5714504930356776,0.6838573422007406
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_25_H2C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_25_H2C0,2.0,0.0181476384705845,0.0310745493241004,0.4003328616763327
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_33_H2C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_33_H2C8,2.0,3.0163189189737256,3.5202730174549117,0.5018861463242608
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_34_H2C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_34_H2C10,2.0,2.8457826114306988,3.3058688066034407,0.5703030021885308
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_35_H2C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_35_H2C12,2.0,2.8350460711739207,3.4271142626189994,0.6051909966987006
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_36_H2C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_36_H2C14,2.0,2.9369605921286275,3.5033131975045526,0.5725906940328882
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_37_H3C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_37_H3C0,3.0,1.340655447164382,1.8556697549478405,0.6581074561364615
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_38_H4C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_38_H4C0,4.0,2.579198319437646,2.9881716912023704,0.5692716117175313
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_39_H4C1__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_39_H4C1,4.0,2.671021693451697,3.041329241686499,0.5974084425288063
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_40_H4C2__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_40_H4C2,4.0,2.625977895136208,3.0057352007814258,0.5831673798777732
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_41_H4C3__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_41_H4C3,4.0,2.578969895013417,3.044981942211165,0.610792204526208
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_42_H4C4__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_42_H4C4,4.0,2.742285269413846,3.178486379284802,0.5818528350895167
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_43_H4C5__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_43_H4C5,4.0,2.733408818624248,3.2514814270237054,0.5705234510161912
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_44_H4C6__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_44_H4C6,4.0,2.4581440136647648,2.7357301218242216,0.6006823088862044
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_45_H4C7__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_45_H4C7,4.0,2.647108788948511,3.109011214675103,0.5901475184210228
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_46_H4C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_46_H4C8,4.0,2.444979961257528,2.806355501577594,0.5623729297481469
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_47_H4C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_47_H4C10,4.0,1.6568688706154575,2.29794115584003,0.6027465607531934
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_48_H4C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_48_H4C12,4.0,2.4673897860529603,2.7343750348567677,0.5881001262280912
DPA3,fcc_to_bcc,pure_pocc_seed,POCC__bcc__POCC_49_H4C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_49_H4C14,4.0,2.603772302566368,3.0491904017157463,0.5569771242766333
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_01_H0C0__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_01_H0C0,0.0,2.762202655887278,2.8184428668577857,0.9921730542047204
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_02_H0C1__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_02_H0C1,0.0,2.723062923444175,2.889567313061879,0.8519585246994787
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_03_H0C2__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_03_H0C2,0.0,2.6345663410070923,2.7458374200125464,4.8038591940312925
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_04_H0C3__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_04_H0C3,0.0,2.745001153547049,2.944268887566158,0.8157819560231998
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_05_H0C4__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_05_H0C4,0.0,2.5182880586008327,2.567116359931515,0.1169545897694958
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_06_H0C5__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_06_H0C5,0.0,2.5739159963308564,2.6361808615519893,0.724274856063557
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_07_H0C6__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_07_H0C6,0.0,2.9955030992126623,3.1000669867580632,8.385204895584272
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_08_H0C7__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_08_H0C7,0.0,2.7613247873704445,2.931758779400797,0.797409061312825
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_09_H0C8__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_09_H0C8,0.0,2.702376017985972,2.866631378408027,3.737267972252613
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_10_H0C10__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_10_H0C10,0.0,2.835831865205376,3.054230071894428,4.227817779478462
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_11_H0C12__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_11_H0C12,0.0,2.9286800399014856,3.086382362739239,5.949733697079318
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_12_H0C14__Hf32_Mo32_Ta32_Ti32_Zr32_n160,bcc,POCC_12_H0C14,0.0,2.808929430868067,2.971621150755668,1.0053775286149775
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_13_H1C0__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_13_H1C0,1.0,1.269128227100044,1.5662897847569024,0.2176691842509669
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_14_H1C1__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_14_H1C1,1.0,1.278680221819857,1.5364662551763084,0.2165765888192729
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_15_H1C2__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_15_H1C2,1.0,1.2883521046167812,1.563226207706344,0.2422555824835695
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_16_H1C3__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_16_H1C3,1.0,1.2730864034795004,1.514467381003521,0.243716852646703
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_17_H1C4__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_17_H1C4,1.0,1.1928642510968577,1.4241527190130534,0.2119387110621434
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_18_H1C5__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_18_H1C5,1.0,1.0130763032910366,1.2811613638668906,0.2051032578347615
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_19_H1C6__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_19_H1C6,1.0,1.2168157933826405,1.4829526609009749,0.2194958752835057
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_20_H1C7__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_20_H1C7,1.0,1.3660795235043182,1.610899963731247,0.205505406357729
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_21_H1C8__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_21_H1C8,1.0,1.3324618806478763,1.5738205343336829,0.2286596162846391
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_22_H1C10__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_22_H1C10,1.0,1.3392863460105562,1.5683726508387434,0.2271366766964499
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_23_H1C12__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_23_H1C12,1.0,1.2830056362647912,1.5533297161280806,0.2139938168504785
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_24_H1C14__Hf20_Mo20_Ta20_Ti20_Zr20_n100,bcc,POCC_24_H1C14,1.0,1.4242081807237934,1.637841473041285,0.2082041965815838
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_25_H2C0__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_25_H2C0,2.0,0.0181476384705845,0.0310745493241004,0.0680896474453624
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_33_H2C8__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_33_H2C8,2.0,2.634371308566012,3.262378132459617,0.1725252305990487
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_34_H2C10__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_34_H2C10,2.0,2.399438067531201,2.9025653857207976,0.1541119404372733
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_35_H2C12__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_35_H2C12,2.0,2.3383887514136763,3.044192817271653,0.1953966944472198
DPA3,fcc_to_bcc,pure_pocc_aimd,POCC__bcc__POCC_36_H2C14__Hf27_Mo27_Ta27_Ti27_Zr27_n135,bcc,POCC_36_H2C14,2.0,2.32146955381965,3.019808939948742,0.1751433164665539
