orientation,temperature_K,strain_rate_ps_inverse,strain_rate_s_inverse,n_realization_pairs,tangent_modulus_GPa_mean,tangent_modulus_GPa_sd,tangent_modulus_GPa_ci95_low,tangent_modulus_GPa_ci95_high,tangent_modulus_GPa_status,yield_0p2_GPa_mean,yield_0p2_GPa_sd,yield_0p2_GPa_ci95_low,yield_0p2_GPa_ci95_high,yield_0p2_GPa_status,uts_GPa_mean,uts_GPa_sd,uts_GPa_ci95_low,uts_GPa_ci95_high,uts_GPa_status,strain_at_uts_mean,strain_at_uts_sd,strain_at_uts_ci95_low,strain_at_uts_ci95_high,strain_at_uts_status,work_to_20pct_GJ_m3_mean,work_to_20pct_GJ_m3_sd,work_to_20pct_GJ_m3_ci95_low,work_to_20pct_GJ_m3_ci95_high,work_to_20pct_GJ_m3_status
100,300,0.005,5000000000.0,3,60.33103431996978,11.198772287369955,32.511741754563346,88.15032688537622,estimated,2.284348871526643,1.5478307165800078,-1.560675783079894,6.12937352613318,estimated,4.327468333333333,0.027126568421628888,4.260082201724255,4.394854464942411,estimated,0.10545,0.009643650760992956,0.0814938434647667,0.1294061565352333,estimated,0.5407223511788001,0.006633107164253621,0.5242447995253767,0.5571999028322234,estimated
100,1200,0.005,5000000000.0,3,62.66596268540718,10.063174094918462,37.6676524153711,87.66427295544327,estimated,0.30902678286378343,0.1863056524915884,-0.15378211442022832,0.7718356801477952,estimated,3.222403,0.1127635861038481,2.9422827232366906,3.502523276763309,estimated,0.09344999999999999,0.009539392014169458,0.06975283654954051,0.11714716345045947,estimated,0.37667169387436666,0.016458119975944693,0.33578745737607346,0.41755593037265987,estimated
110,300,0.005,5000000000.0,3,81.16215813067573,8.357753601352933,60.40034722325698,101.9239690380945,estimated,9.179702835153956,0.7663558303138642,7.2759694163799535,11.083436253927957,estimated,9.744556666666666,0.5560210053741977,8.363323918639344,11.125789414693989,estimated,0.10611666666666668,0.0037859388972001857,0.09671187307739555,0.1155214602559378,estimated,1.0631143694742,0.049985498672024724,0.9389435071777076,1.1872852317706926,estimated
110,1200,0.005,5000000000.0,3,77.27061297134289,21.911455969478023,22.839538876158613,131.70168706652714,estimated,0.258355001111172,0.12908650909239433,-0.062313664215506215,0.5790236664378502,estimated,7.386252333333332,0.44192086271790043,6.28846005260527,8.484044614061395,estimated,0.09478333333333333,0.0005773502691896183,0.09334911575669626,0.0962175509099704,estimated,0.7195871706252334,0.07991356173790566,0.5210708782243479,0.9181034630261188,estimated
111,300,0.005,5000000000.0,3,94.60839592932707,17.05529826987851,52.24068631037836,136.9761055482758,estimated,4.254024807264773,4.550256780543733,-7.049439659856657,15.557489274386203,estimated,9.139386333333333,0.43103597985473613,8.068633600614659,10.210139066052006,estimated,0.12145,0.006999999999999999,0.10406103601709374,0.13883896398290627,estimated,1.0844120090718334,0.015169806927802358,1.046728119601091,1.122095898542576,estimated
111,1200,0.005,5000000000.0,3,117.05715633821528,28.04810002646389,47.381813316910566,186.73249935951998,estimated,0.6005799045953348,0.400615557471418,-0.394604309670723,1.5957641188613927,estimated,7.020600666666667,0.19101434484701194,6.546094729129077,7.495106604204256,estimated,0.10311666666666668,0.0032145502536643214,0.09513128115492224,0.11110205217841111,estimated,0.7581687518438334,0.033453607337366915,0.6750653842598673,0.8412721194277994,estimated
